Tcea1,Tram1,Sdhaf4,Ptp4a1,2010300C02Rik,Ankrd44,Bzw1,Sumo1,Pard3b,Eef1b2,Acadl,Igfbp5,Arpc2,Tmbim1,Ttll4,Rab17,Rbm44,Serpinb8,Steap3,Actr3,C4bp,Slc45a3,Snrpe,Btg2,Adora1,Ppp1r12b,Elf3,Glrx2,Ier5,Gm10031,Zbtb37,Klhl20,Apoa2,Pfdn2,Arhgap30,B930036N10Rik,Igsf9,Cfap45,H3f3a,Degs1,Marc2,Eprs,Nek2,Traf5,Rbm17,A930004D18Rik,Thnsl1,Hnmt,Dph7,Snapc4,Surf4,Hspa5,Zbtb26,Psmb7,Rpl35,Prpf40a,Rprm,Ly75,Fastkd1,Myo3b,Erich2,Ssrp1,Kbtbd4,Ehf,Caprin1,Immp1l,Actc1,Rad51,Gchfr,Spg11,Mrps5,Snrpb,Idh3b,Pced1a,Ddrgk1,Dstn,Naa20,Xrn2,Gins1,Ninl,Fkbp1a,Sox12,Mapre1,Bpifa1,Cdk5rap1,Dynlrb1,Eif6,Dsn1,Srsf6,R3hdml,Matn4,Sdc4,Sys1,Ctsa,Cebpb,Aurka,Gnas,Atp5e,Gm4631,Gm14418,Adrm1,Tpd52l2,Ddx3x,Slc25a5,Hprt,Vma21,Idh3g,Ssr4,Atp6ap1,Plxna3,Lage3,Ubl4a,Prrg1,Tab3,Maged1,Dlg3,Nono,Pbdc1,Pgk1,Hmgn5,Bex4,Wbp5,Gpr173,Sms,Egfl6,Stmn2,Hey1,Car2,Gm43672,Mecom,1810062G17Rik,Bbs7,Ufm1,Mbnl1,Serpini1,Mrpl24,Lmna,Rab25,Jtb,S100a14,S100a6,S100a7a,Gm9774,Tdrkh,Mcl1,BC028528,Adam30,Nras,Lrig2,A630076J17Rik,Atxn7l2,Wdr47,Prpf38b,Camk2d,Ppa2,Mttp,Eif4e,Fubp1,Wls,Lyn,Rab2a,Pnisr,Akirin2,Vcp,Sec61b,Fam206a,Atp6v1g1,6330416G13Rik,Tm2d1,3110021N24Rik,Rnf11,Rad54l,Tspan1,Akr1a1,Atp6v0b,Svbp,Cited4,Rhbdl2,Mycbp,Eva1b,Psmb2,Sfpq,Ak2,Zbtb8a,Fuca1,Id3,E2f2,Zbtb40,Crocc,Ubiad1,Srm,Tardbp,Pgd,Tprgl,Ube2j2,Gsap,Psmc2,1700096K18Rik,Il6,Ppp1cb,Ctbp1,Fgfr3,Trmt44,Tada2b,Wfs1,Zbtb49,Cc2d2a,Lap3,Ncapg,Slc34a2,Ugdh,Tmem33,Ociad1,Lnx1,Cxcl5,Areg,G3bp2,Cxcl10,Ccni,Hnrnpdl,Plac8,Spp1,Rpl5,Atp5k,Iscu,Oasl1,Pebp1,Tesc,Ppp1cc,Anapc5,Tmem120b,AI480526,Rsrc2,Arl6ip4,Mphosph9,Tmem132c,Sbds,Clip2,Eif4h,Eln,Cldn4,Cldn3,Vps37d,Ywhag,Ap1s1,Tsc22d4,Eif3b,Actb,Arpc1b,Gtf3a,Pon2,Asb4,Gpr85,2610001J05Rik,Foxp2,Capza2,Lsm8,Calu,Mest,Akr1b3,Luc7l2,Ephb6,Pdia4,Lrrc61,Gimap9,Hnrnpa2b1,Fkbp14,Gng12,Chmp3,Mrpl35,Sftpb,Rnf181,Vamp8,Mat2a,Tcf7l1,M1ap,Aup1,Spr,Snrpg,Sec61a1,Adamts9,Foxp1,Sec13,Dcp1b,Wnk1,C1rl,Rad51ap1,Fkbp4,Gabarapl1,H2afj,Strap,Mgst1,Recql,Rassf8,Med21,1700049E15Rik,Cdc42ep5,Ube2s,Trim28,Gltscr2,Napa,Fosb,Gemin7,Pvrl2,Numbl,Sertad1,C030039L03Rik,Psmc4,9530053A07Rik,Kcnk6,Spint2,Zfp790,Lsr,Zfp507,Rps11,Snrnp70,Nucb1,Cyth2,Tsg101,Ube3a,Klf13,Lins1,Hddc3,Saxo2,Crebzf,Lipt2,Ucp2,Rab6a,Lamtor1,Eif3f,Eif4g2,Far1,Syt17,Polr3e,Sbk1,Ypel3,Aldoa,Kif22,Dctpp1,Ctf1,Fus,Cox6a2,Armc5,Ifitm2,Rnh1,Hras,Ctsd,Mrpl23,H19,Cd81,Lrp11,Cited2,Fam229b,Fyn,Cd24a,Pcbd1,Sar1a,Ggt5,Sumo3,Rrp1,Kiss1r,Gpx4,Zbtb7a,Eef2,Hmg20b,Smim24,Ric8b,Syn3,1810014B01Rik,Arl1,Nudt4,Btg1,Atp2b1,Cct2,Lyz2,Rap1b,Tmbim4,Dctn2,Atp5b,Stat2,Myl6,Rpl41,Cd63,Elavl1,Arglu1,Champ1,Nek3,Tm2d2,Lsm1,Gsr,Rbpms,Saraf,Zdhhc2,Mtmr7,Slc25a4,Sugp2,Klhl26,Crlf1,Jund,Dda1,Zfp961,Smim7,Smarca5,Rfx1,Ier2,Calr,Prdx2,Brd7,Gm10094,Pdp2,Slc9a5,Dus2,Hp,Ddx19b,Ldhd,Cyba,Rpl13,Tomm20,2700060E02Rik,Anxa7,Vdac2,Tkt,Gnl3,Stab1,Gm26782,Psmb5,Acin1,Pabpn1,Myh7,Thtpa,Nfatc4,Mcpt1,Cryl1,Shisa2,Fzd3,Clu,Cdca2,Sftpc,Itm2b,Tsc22d1,Kbtbd7,Klf5,Uggt2,Mbnl2,Dync2h1,Gm10709,Ccdc82,Phxr4,Ankrd49,Fat3,Zfp426,Ubl5,Tyk2,Zfp653,9530077C05Rik,Sept7,Slc37a4,Rpl10-ps3,Fdx1,Crabp1,Tspan3,Commd4,Nptn,Gm26609,Aagab,Dis3l,Ppib,Adam10,Polr2m,Tex9,Pigb,Myo5a,Hmgn3,Lca5,Ctsh,Atp1b3,Gm19325,Cldn18,Gpx1,Impdh2,Nradd,Cmtm8,Acaa1a,Gatsl3,Ewsr1,Rhbdd3,Cct4,Pttg1,Hnrnph1,Ube2b,Shroom1,Guk1,Mrpl55,Zfp867,Ncor1,Eif4a1,2810408A11Rik,Cldn7,Slc16a11,0610010K14Rik,Spag7,Txndc17,Cyb5d2,Gsg2,Pitpna,Ywhae,Rnmtl1,Sdf2,Zfp207,Mrm1,Dhrs11,Cltc,Abcc3,Cdc6,Krt12,Krt20,Krt19,Rab5c,Stat5b,Stat5a,Stat3,Gjc1,Taco1os,Cd79b,Fdxr,Atp5h,Nt5c,Sumo2,Mrpl38,Syngr2,Slc26a11,Fam195b,Mafg,Notum,Hmga1-rs1,2810429I04Rik,Stard3nl,Hist1h2ap,Sox4,Foxq1,Serpinb6b,Fam120aos,Card19,Prelid1,Pdlim7,Hnrnpk,Fancc,Ctsl,Uqcrb,Med10,4833422C13Rik,Zcchc9,Mtx3,Tbca,Btf3,Srek1ip1,Wdr35,Nbas,Trappc12,Acp1,Gm1818,L2hgdh,Nin,2700049A03Rik,Actn1,Gm26764,Tdp1,Ddx24,Ifi27,2010107E04Rik,Siva1,Zfp386,Rpl37,Wdr70,4930556M19Rik-1,Cdh10,Otulin,Sdc2,Pabpc1,Med30,Mtbp,Khdrbs3,Ly6d,BC025446,Zc3h3,Tigd5,Zfp623,Plec,Grina,Maf1,Kifc2,Eif3d,Eif3l,Maff,Csnk1e,Xpnpep3,Alg12,Hdac10,Scaf11,Slc38a2,Csrnp2,Krt7,Krt18,Eif4b,Smug1,Adcy9,Carhsp1,Tekt5,Snn,Rsl1d1,Gspt1,Dnm1l,Slc7a4,Arvcf,Mrpl40,Lamp3,Rtp4,Cldn1,Rpl35a,Fstl1,Gsk3b,Gap43,Cep97,Stx19,Atp5j,Mrps6,Setd4,Cbr1,Ppp2r1a,Zfp820,Paqr4,Dcpp1,Eci1,0610011F06Rik,Tff1,Slc37a1,Hnrnpm,Rab11b,Rps28,Tapbp,Rps18,H2-Aa,Ager,Fkbpl,Tubb5,Mdc1,Znrd1as,AY036118,Rcan2,Yipf3,A330017A19Rik,Usp49,Frs3,Sult1c2,Slc5a7,Fsd1,Mllt1,Clpp,Crb3,Fam179a,Yipf4,Prkce,Epcam,1010001N08Rik,Egr1,Ctnna1,3222401L13Rik,Fchsd1,Pggt1b,Eif1a,Onecut2,Gm16286,Ighmbp2,Ndufv1,Gstp1,Sptbn2,Ovol1,Malat1,Tm7sf2,Arl2,Pygm,Prdx5,Trpt1,Otub1,Rtn3,Uqcc3,Eef1g,Ahnak,Scgb1a1,Gcnt1,Klf9,1700028P14Rik,Ptar1,Rfx3,Plpp6,Il33,Rpl9-ps6,Tm9sf3,Ndufb8,Sema4g,Mrpl43,Cuedc2,Neurl1a,Mirt1,mt-Nd2
2.7627819,3.9511766,0.0,4.409705,0.0,1.2908721,3.2750897,4.198581,0.0,4.757112,3.0415578,0.0,5.948692,2.7627819,0.0,0.0,0.0,0.0,0.0,4.308002,0.0,0.0,5.3241806,1.2908721,0.0,0.0,1.2908721,1.2908721,3.9511766,0.0,0.0,0.0,0.0,4.080176,0.0,0.0,0.0,0.0,5.7689805,2.7627819,2.7627819,3.0415578,0.0,0.0,3.9511766,0.0,1.2908721,1.2908721,0.0,0.0,3.2750897,4.971863,0.0,5.0368857,7.4116874,3.6523802,0.0,1.2908721,0.0,0.0,0.0,4.198581,1.2908721,0.0,4.080176,1.9610745,0.0,2.7627819,0.0,0.0,3.0415578,5.5636554,3.6523802,0.0,1.2908721,4.832304,2.7627819,3.4760334,0.0,0.0,6.2794385,0.0,3.8095002,1.9610745,0.0,4.504709,5.0368857,1.2908721,4.198581,0.0,1.9610745,3.4760334,0.0,2.4169147,2.4169147,2.4169147,6.479818,4.308002,0.0,0.0,3.8095002,1.9610745,3.6523802,5.843572,3.6523802,2.7627819,3.4760334,3.0415578,4.080176,1.2908721,2.7627819,1.2908721,0.0,0.0,3.2750897,0.0,3.6523802,1.9610745,2.4169147,1.2908721,1.2908721,4.832304,0.0,3.6523802,0.0,0.0,0.0,1.2908721,0.0,1.9610745,0.0,0.0,0.0,3.4760334,0.0,2.4169147,5.3753614,0.0,1.9610745,1.9610745,8.740772,0.0,3.8095002,0.0,1.9610745,0.0,0.0,3.6523802,0.0,0.0,0.0,0.0,1.2908721,2.4169147,1.2908721,0.0,2.4169147,3.9511766,3.6523802,0.0,4.409705,2.7627819,2.7627819,4.5938406,4.971863,1.2908721,5.6903214,0.0,3.4760334,0.0,4.080176,1.2908721,1.9610745,5.8067584,4.504709,2.7627819,0.0,0.0,3.0415578,1.9610745,4.9037704,3.0415578,4.409705,0.0,2.4169147,4.308002,0.0,0.0,0.0,1.9610745,3.2750897,3.8095002,2.7627819,3.2750897,3.8095002,0.0,3.2750897,0.0,1.2908721,3.0415578,3.2750897,0.0,0.0,0.0,0.0,0.0,0.0,2.7627819,2.4169147,3.0415578,3.9511766,2.4169147,3.6523802,0.0,1.2908721,4.198581,2.7627819,0.0,1.9610745,3.9511766,3.8095002,7.719595,5.730187,4.308002,2.7627819,0.0,5.15875,0.0,2.7627819,4.080176,0.0,0.0,3.0415578,3.0415578,0.0,0.0,1.9610745,0.0,3.8095002,0.0,1.2908721,1.2908721,0.0,3.2750897,1.9610745,1.2908721,3.4760334,7.669213,5.518835,3.6523802,1.9610745,0.0,1.2908721,2.4169147,0.0,4.677785,4.308002,1.2908721,0.0,3.6523802,3.2750897,0.0,3.2750897,0.0,0.0,5.3753614,0.0,3.4760334,1.9610745,2.7627819,5.472578,1.2908721,3.8095002,4.757112,1.2908721,0.0,3.2750897,3.0415578,4.504709,2.4169147,1.9610745,3.2750897,3.0415578,0.0,1.2908721,0.0,1.2908721,4.677785,1.2908721,4.409705,4.832304,3.0415578,0.0,1.2908721,3.0415578,0.0,0.0,5.8067584,4.198581,3.2750897,1.2908721,3.9511766,0.0,2.4169147,0.0,1.9610745,0.0,3.9511766,0.0,0.0,4.5938406,0.0,2.7627819,0.0,7.4717126,3.0415578,1.2908721,2.7627819,3.8095002,3.4760334,1.9610745,0.0,0.0,0.0,0.0,0.0,2.4169147,3.0415578,1.9610745,4.198581,4.409705,0.0,0.0,1.2908721,0.0,1.2908721,5.15875,1.2908721,3.4760334,0.0,3.6523802,0.0,0.0,3.8095002,2.7627819,3.9511766,4.198581,1.9610745,0.0,3.2750897,1.9610745,5.6903214,0.0,1.9610745,5.0991044,2.4169147,3.0415578,0.0,3.6523802,3.0415578,0.0,5.271117,3.6523802,6.570453,3.0415578,0.0,0.0,0.0,0.0,2.7627819,2.7627819,4.5938406,3.8095002,4.832304,6.407897,3.0415578,2.7627819,3.2750897,6.8491735,0.0,5.87947,8.21013,5.5636554,3.2750897,1.2908721,0.0,1.2908721,3.6523802,2.7627819,3.8095002,3.2750897,1.9610745,0.0,1.2908721,6.014744,0.0,1.2908721,5.948692,4.409705,3.0415578,0.0,1.9610745,3.9511766,0.0,4.757112,4.757112,5.0991044,0.0,1.9610745,1.2908721,0.0,0.0,3.2750897,0.0,0.0,4.409705,7.833783,5.607125,5.0368857,3.2750897,4.9037704,3.9511766,3.2750897,1.9610745,0.0,3.9511766,2.7627819,3.6523802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3679,1.9610745,9.157406,5.2160273,5.271117,0.0,3.2750897,0.0,3.6523802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.504709,0.0,1.2908721,0.0,4.5938406,0.0,0.0,2.4169147,0.0,3.4760334,1.2908721,3.6523802,0.0,0.0,0.0,4.504709,1.9610745,3.6523802,1.2908721,0.0,1.2908721,1.2908721,1.2908721,3.9511766,3.8095002,0.0,3.4760334,4.757112,3.9511766,2.7627819,1.9610745,2.7627819,0.0,3.9511766,0.0,4.832304,1.2908721,2.7627819,4.198581,0.0,2.4169147,1.9610745,0.0,2.4169147,6.224672,0.0,3.9511766,0.0,1.2908721,3.2750897,4.832304,0.0,1.2908721,3.4760334,5.518835,0.0,1.2908721,2.7627819,0.0,1.2908721,1.9610745,1.9610745,3.0415578,0.0,2.7627819,4.677785,3.2750897,0.0,0.0,1.2908721,1.2908721,0.0,0.0,0.0,5.472578,3.0415578,6.224672,3.4760334,3.0415578,0.0,1.9610745,1.9610745,0.0,5.6903214,0.0,3.2750897,3.4760334,5.607125,3.0415578,1.9610745,0.0,2.4169147,4.198581,3.0415578,5.9820957,0.0,5.4247885,5.0368857,2.4169147,0.0,1.2908721,0.0,4.409705,6.167743,0.0,0.0,0.0,0.0,3.0415578,0.0,0.0,0.0,1.2908721,2.7627819,0.0,0.0,1.2908721,0.0,3.6523802,2.7627819,0.0,6.014744,0.0,0.0,0.0,1.2908721,0.0,4.409705,2.7627819,1.9610745,2.4169147,3.6523802,0.0,0.0,0.0,0.0,2.7627819,1.9610745,1.2908721,0.0,3.2750897,4.308002,2.4169147,2.4169147,0.0,0.0,0.0,3.4760334,2.7627819,0.0,5.730187,6.7748785,3.2750897,0.0,0.0,3.2750897,0.0,0.0,3.2750897,3.9511766,1.2908721,0.0,0.0,3.0415578,0.0,0.0,0.0,6.014744,0.0,2.4169147,3.4760334,1.2908721,0.0,5.2160273,1.9610745,0.0,2.7627819,3.0415578,0.0,0.0,0.0,3.0415578,3.2750897,0.0,0.0,2.7627819,1.9610745,6.45624,0.0,7.495041,3.2750897,2.7627819,0.0,6.1964884,0.0,0.0,2.7627819,0.0,1.9610745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6523802,1.2908721,0.0,1.2908721,0.0,0.0,0.0,4.757112,3.6523802,0.0,0.0,1.2908721,3.2750897,5.0991044,2.4169147,0.0,3.6523802,1.9610745,0.0,0.0,9.193502,1.2908721,3.0415578,0.0,4.308002,0.0,2.4169147,3.0415578,0.0,5.9820957,1.2908721,6.548322,0.0,3.9511766,0.0,1.2908721,1.2908721,1.2908721,0.0,4.409705,4.198581,4.198581,0.0,1.9610745,3.2750897,0.0,1.9610745,5.7689805
2.3045433,2.7887201,2.3045433,2.7887201,0.0,0.0,3.8865876,4.066988,0.0,4.622969,1.5704896,0.0,5.4050107,2.7887201,0.0,0.0,1.5704896,0.0,0.0,4.066988,0.0,0.0,4.066988,1.5704896,0.0,0.0,1.5704896,2.7887201,3.1505954,0.0,0.0,1.5704896,0.0,4.8369727,0.0,0.0,0.0,0.0,5.4705763,3.4396596,4.066988,3.6803615,0.0,1.5704896,2.7887201,0.0,0.0,1.5704896,1.5704896,0.0,3.8865876,5.9093328,0.0,4.3715973,7.055214,3.8865876,0.0,1.5704896,0.0,0.0,0.0,4.066988,1.5704896,0.0,2.7887201,3.4396596,0.0,0.0,1.5704896,0.0,2.3045433,4.93314,3.1505954,0.0,2.7887201,4.622969,2.3045433,2.3045433,0.0,0.0,6.3535395,0.0,3.6803615,0.0,0.0,4.7339354,4.2273173,0.0,3.6803615,4.066988,0.0,4.066988,4.066988,2.3045433,0.0,1.5704896,6.798609,4.8369727,2.3045433,0.0,3.1505954,2.3045433,1.5704896,4.8369727,3.4396596,2.3045433,3.6803615,4.622969,3.1505954,0.0,2.3045433,1.5704896,1.5704896,0.0,4.066988,0.0,3.6803615,1.5704896,4.066988,1.5704896,0.0,5.5933933,0.0,2.7887201,1.5704896,7.216786,0.0,0.0,0.0,2.3045433,1.5704896,0.0,2.3045433,0.0,0.0,1.5704896,5.2642007,0.0,3.1505954,2.3045433,8.857865,0.0,2.7887201,1.5704896,0.0,0.0,0.0,2.7887201,0.0,0.0,0.0,0.0,1.5704896,3.6803615,0.0,0.0,2.7887201,2.7887201,3.1505954,0.0,4.622969,2.3045433,1.5704896,5.0232944,5.2642007,0.0,5.188282,0.0,2.7887201,0.0,2.3045433,0.0,0.0,5.9093328,3.8865876,2.7887201,0.0,0.0,2.3045433,3.1505954,5.108145,3.1505954,3.4396596,0.0,1.5704896,2.3045433,0.0,0.0,0.0,0.0,3.1505954,2.3045433,3.8865876,2.7887201,3.8865876,0.0,3.1505954,0.0,0.0,2.3045433,3.6803615,0.0,0.0,0.0,0.0,0.0,0.0,3.8865876,0.0,2.3045433,3.8865876,4.066988,2.7887201,0.0,2.7887201,4.7339354,1.5704896,0.0,1.5704896,2.7887201,3.8865876,10.29227,5.4705763,4.622969,0.0,0.0,5.336323,1.5704896,2.3045433,2.3045433,0.0,0.0,2.7887201,2.7887201,0.0,0.0,4.2273173,0.0,4.2273173,0.0,0.0,0.0,0.0,2.7887201,3.8865876,1.5704896,3.4396596,7.2357674,5.7599945,2.3045433,1.5704896,0.0,0.0,3.8865876,0.0,2.7887201,2.7887201,3.6803615,0.0,3.8865876,3.1505954,0.0,3.8865876,0.0,0.0,5.108145,1.5704896,0.0,3.4396596,2.3045433,5.2642007,3.4396596,4.622969,2.3045433,1.5704896,0.0,2.3045433,3.1505954,4.622969,2.3045433,1.5704896,2.3045433,2.7887201,0.0,2.3045433,0.0,0.0,3.8865876,0.0,3.1505954,3.8865876,3.4396596,1.5704896,1.5704896,3.6803615,0.0,1.5704896,1.5704896,3.1505954,1.5704896,2.7887201,3.4396596,2.3045433,1.5704896,0.0,1.5704896,0.0,2.7887201,0.0,0.0,4.3715973,0.0,0.0,0.0,5.8115106,2.7887201,3.6803615,2.7887201,1.5704896,1.5704896,1.5704896,0.0,0.0,0.0,0.0,1.5704896,0.0,2.3045433,1.5704896,4.2273173,2.3045433,2.3045433,0.0,0.0,0.0,1.5704896,6.387885,0.0,3.1505954,1.5704896,2.7887201,1.5704896,0.0,5.4050107,2.3045433,2.3045433,4.93314,1.5704896,0.0,5.70657,0.0,2.3045433,0.0,0.0,4.3715973,3.6803615,2.7887201,0.0,3.4396596,1.5704896,0.0,4.7339354,0.0,6.087078,3.8865876,0.0,0.0,0.0,0.0,2.3045433,2.3045433,3.6803615,3.1505954,3.1505954,6.0009413,3.1505954,2.3045433,3.1505954,5.2642007,0.0,4.8369727,6.989633,6.128292,3.6803615,1.5704896,0.0,1.5704896,3.1505954,0.0,4.93314,2.3045433,3.1505954,0.0,0.0,5.70657,0.0,1.5704896,5.2642007,4.066988,2.3045433,0.0,2.7887201,2.3045433,0.0,3.8865876,5.8115106,5.8115106,0.0,0.0,0.0,0.0,0.0,2.3045433,1.5704896,0.0,4.066988,8.039014,4.7339354,3.6803615,3.1505954,4.7339354,4.3715973,0.0,0.0,0.0,4.93314,1.5704896,3.4396596,0.0,2.7887201,0.0,0.0,0.0,0.0,0.0,8.441822,0.0,9.068389,5.861251,5.70657,0.0,1.5704896,0.0,2.7887201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3715973,0.0,0.0,0.0,5.0232944,0.0,1.5704896,3.1505954,0.0,3.6803615,3.1505954,3.6803615,0.0,0.0,0.0,6.087078,2.3045433,3.1505954,0.0,0.0,0.0,3.4396596,0.0,4.2273173,4.066988,0.0,3.6803615,5.188282,4.066988,3.6803615,2.3045433,4.8369727,2.3045433,3.1505954,0.0,3.8865876,1.5704896,2.3045433,4.8369727,1.5704896,2.7887201,0.0,0.0,2.3045433,6.1683607,0.0,3.1505954,0.0,1.5704896,2.7887201,4.93314,0.0,0.0,3.4396596,5.0232944,1.5704896,0.0,1.5704896,0.0,0.0,2.7887201,1.5704896,0.0,0.0,2.7887201,6.387885,4.2273173,0.0,0.0,2.7887201,1.5704896,0.0,0.0,0.0,5.861251,3.6803615,5.5933933,3.1505954,3.4396596,0.0,2.7887201,2.3045433,0.0,5.70657,0.0,3.4396596,0.0,5.4050107,0.0,0.0,0.0,2.7887201,4.502751,4.3715973,6.0446525,0.0,5.5933933,4.3715973,2.3045433,0.0,1.5704896,0.0,4.502751,5.4705763,1.5704896,0.0,0.0,1.5704896,3.1505954,0.0,0.0,0.0,0.0,3.1505954,0.0,0.0,0.0,2.3045433,4.066988,1.5704896,1.5704896,6.4862714,1.5704896,0.0,0.0,1.5704896,0.0,3.4396596,0.0,0.0,1.5704896,3.1505954,0.0,0.0,0.0,0.0,2.7887201,3.1505954,0.0,0.0,3.8865876,3.4396596,0.0,1.5704896,0.0,1.5704896,0.0,2.3045433,2.7887201,0.0,3.4396596,6.6926904,0.0,1.5704896,0.0,3.1505954,0.0,2.3045433,3.8865876,2.7887201,1.5704896,0.0,0.0,3.4396596,0.0,0.0,0.0,6.1683607,2.7887201,1.5704896,3.6803615,1.5704896,0.0,5.5332913,2.3045433,0.0,2.7887201,3.1505954,1.5704896,1.5704896,0.0,2.3045433,2.7887201,0.0,0.0,3.4396596,2.7887201,5.7599945,3.4396596,7.7531233,3.1505954,3.4396596,0.0,4.066988,0.0,0.0,3.4396596,0.0,1.5704896,0.0,0.0,0.0,0.0,2.3045433,1.5704896,0.0,3.1505954,0.0,0.0,3.1505954,0.0,1.5704896,0.0,2.7887201,1.5704896,0.0,0.0,0.0,2.7887201,2.3045433,2.3045433,0.0,3.8865876,4.622969,0.0,0.0,8.7888565,0.0,3.4396596,0.0,4.2273173,1.5704896,3.1505954,4.7339354,2.3045433,6.4862714,3.4396596,6.7199078,0.0,2.7887201,0.0,0.0,0.0,0.0,2.7887201,4.3715973,3.8865876,4.622969,0.0,2.3045433,3.4396596,0.0,0.0,5.108145
