Tcea1,Tram1,Sdhaf4,Ptp4a1,2010300C02Rik,Ankrd44,Bzw1,Sumo1,Pard3b,Eef1b2,Acadl,Igfbp5,Arpc2,Tmbim1,Ttll4,Rab17,Rbm44,Serpinb8,Steap3,Actr3,C4bp,Slc45a3,Snrpe,Btg2,Adora1,Ppp1r12b,Elf3,Glrx2,Ier5,Gm10031,Zbtb37,Klhl20,Apoa2,Pfdn2,Arhgap30,B930036N10Rik,Igsf9,Cfap45,H3f3a,Degs1,Marc2,Eprs,Nek2,Traf5,Rbm17,A930004D18Rik,Thnsl1,Hnmt,Dph7,Snapc4,Surf4,Hspa5,Zbtb26,Psmb7,Rpl35,Prpf40a,Rprm,Ly75,Fastkd1,Erich2,Ssrp1,Kbtbd4,Ehf,Caprin1,Immp1l,Actc1,Rad51,Gchfr,Spg11,Mrps5,Snrpb,Idh3b,Pced1a,Ddrgk1,Dstn,Naa20,Xrn2,Gins1,Ninl,Fkbp1a,Sox12,Mapre1,Bpifa1,Cdk5rap1,Dynlrb1,Eif6,Srsf6,R3hdml,Matn4,Sdc4,Sys1,Ctsa,Cebpb,Aurka,Gnas,Atp5e,Gm4631,Gm14418,Adrm1,Tpd52l2,Ddx3x,Slc25a5,Hprt,Vma21,Idh3g,Ssr4,Atp6ap1,Plxna3,Lage3,Ubl4a,Prrg1,Tab3,Maged1,Dlg3,Nono,Pbdc1,Pgk1,Hmgn5,Bex4,Wbp5,Sms,Egfl6,Stmn2,Car2,Gm43672,Mecom,1810062G17Rik,Bbs7,Ufm1,Mbnl1,Serpini1,Mrpl24,Lmna,Rab25,Jtb,S100a14,S100a6,Gm9774,Tdrkh,Mcl1,Adam30,Nras,Lrig2,Atxn7l2,Wdr47,Prpf38b,Camk2d,Ppa2,Mttp,Eif4e,Fubp1,Wls,Lyn,Rab2a,Pnisr,Akirin2,Vcp,A630077J23Rik,Sec61b,Fam206a,Atp6v1g1,6330416G13Rik,Tm2d1,3110021N24Rik,Rnf11,Rad54l,Tspan1,Akr1a1,Atp6v0b,Svbp,Cited4,Rhbdl2,Mycbp,Eva1b,Psmb2,Sfpq,Ak2,Zbtb8a,Fuca1,Id3,E2f2,Zbtb40,Crocc,Ubiad1,Srm,Tardbp,Pgd,Tprgl,Ube2j2,Gsap,Psmc2,1700096K18Rik,Il6,Ppp1cb,Ctbp1,Fgfr3,Trmt44,Tada2b,Wfs1,Zbtb49,Cc2d2a,Lap3,Slc34a2,Ugdh,Tmem33,Ociad1,Cxcl5,Areg,G3bp2,Cxcl10,Ccni,Hnrnpdl,Plac8,Spp1,Rpl5,Atp5k,Iscu,Oasl1,Pebp1,Tesc,Ppp1cc,Anapc5,Tmem120b,AI480526,Rsrc2,Arl6ip4,Mphosph9,Tmem132c,Sbds,Clip2,Eif4h,Eln,Cldn4,Cldn3,Vps37d,Ywhag,Ap1s1,Tsc22d4,Eif3b,Actb,Arpc1b,Gtf3a,Pon2,2610001J05Rik,Foxp2,Capza2,Lsm8,Calu,Akr1b3,Luc7l2,Ephb6,Pdia4,Lrrc61,Gimap9,Hnrnpa2b1,Fkbp14,Gng12,Chmp3,Mrpl35,Sftpb,Rnf181,Vamp8,Mat2a,Tcf7l1,Aup1,Spr,Snrpg,Sec61a1,Adamts9,Foxp1,Sec13,Dcp1b,Wnk1,C1rl,Rad51ap1,Fkbp4,Gabarapl1,H2afj,Strap,Mgst1,Recql,Rassf8,Med21,1700049E15Rik,Cdc42ep5,Ube2s,Trim28,Gltscr2,Napa,Fosb,Gemin7,Pvrl2,Ceacam10,Numbl,Sertad1,C030039L03Rik,Psmc4,9530053A07Rik,Kcnk6,Spint2,Zfp790,Lsr,Zfp507,Rps11,Snrnp70,Nucb1,Cyth2,Tsg101,Ube3a,Klf13,Lins1,Hddc3,Saxo2,Crebzf,Lipt2,Ucp2,Rab6a,Lamtor1,Eif3f,Eif4g2,Far1,Syt17,Abca14,Polr3e,Sbk1,Ypel3,Aldoa,Kif22,Dctpp1,Ctf1,Fus,Cox6a2,Armc5,Ifitm2,Rnh1,Hras,Ctsd,Mrpl23,H19,Cd81,Lrp11,Cited2,Fam229b,Fyn,Cd24a,Pcbd1,Sar1a,H2afy2,Ggt5,Sumo3,Rrp1,Kiss1r,Gpx4,Zbtb7a,Eef2,Hmg20b,Smim24,Ric8b,Syn3,1810014B01Rik,Arl1,Nudt4,Btg1,Atp2b1,Cct2,Lyz2,Rap1b,Tmbim4,Dctn2,Atp5b,Stat2,Myl6,Rpl41,Cd63,Elavl1,Arglu1,Champ1,Nek3,Tm2d2,Lsm1,Gsr,Rbpms,Saraf,Zdhhc2,Mtmr7,Slc25a4,Sugp2,Klhl26,Crlf1,Jund,Dda1,Zfp961,Smim7,Smarca5,Rfx1,Ier2,Calr,Prdx2,Brd7,Gm10094,Pdp2,Slc9a5,Dus2,Hp,Ddx19b,Ldhd,Dynlrb2,Cyba,Rpl13,Tomm20,2700060E02Rik,Anxa7,Vdac2,Tkt,Gnl3,Stab1,Gm26782,Psmb5,Acin1,Pabpn1,Myh7,Thtpa,Mcpt1,Cryl1,Shisa2,Fzd3,Clu,Cdca2,Sftpc,Itm2b,Tsc22d1,Kbtbd7,Klf5,Uggt2,Mbnl2,Dync2h1,Gm10709,Ccdc82,Phxr4,Ankrd49,Zfp426,Ubl5,Tyk2,Zfp653,9530077C05Rik,Sept7,Slc37a4,Rpl10-ps3,Fdx1,Tspan3,Commd4,Nptn,Gm26609,Aagab,Dis3l,Ppib,Adam10,Polr2m,Tex9,Pigb,Myo5a,Hmgn3,Lca5,Ctsh,Atp1b3,Gm19325,Cldn18,Gpx1,Impdh2,Fbxw22,Nradd,Cmtm8,Acaa1a,Gatsl3,Ewsr1,Rhbdd3,Pgam2,Cct4,Pttg1,Hnrnph1,Ube2b,Shroom1,Guk1,Mrpl55,Zfp867,Ncor1,Eif4a1,2810408A11Rik,Cldn7,Slc16a11,0610010K14Rik,Spag7,Txndc17,Cyb5d2,Gsg2,Pitpna,Ywhae,Rnmtl1,Sdf2,Zfp207,Mrm1,Dhrs11,Cltc,Abcc3,Cdc6,Krt12,Krt20,Krt19,Rab5c,Stat5b,Stat5a,Stat3,Taco1os,Cd79b,Fdxr,Atp5h,Nt5c,Sumo2,Mrpl38,Syngr2,Slc26a11,Fam195b,Mafg,Notum,Hmga1-rs1,Stard3nl,Hist1h2ap,Sox4,Foxq1,Serpinb6b,Fam120aos,Card19,Prelid1,Pdlim7,Hnrnpk,Fancc,Ctsl,Uqcrb,Med10,4833422C13Rik,Zcchc9,Mtx3,Tbca,Btf3,Srek1ip1,Wdr35,Nbas,Trappc12,Acp1,L2hgdh,Nin,2700049A03Rik,Actn1,Gm26764,Tdp1,Ddx24,Ifi27,2010107E04Rik,Siva1,Zfp386,Rpl37,Wdr70,4930556M19Rik-1,Otulin,Sdc2,Pabpc1,Med30,Mtbp,Ly6d,BC025446,Zc3h3,Tigd5,Zfp623,Plec,Grina,Maf1,Kifc2,Eif3d,Eif3l,Maff,Csnk1e,Xpnpep3,Alg12,Hdac10,Scaf11,Slc38a2,Csrnp2,Krt7,Krt18,Eif4b,Smug1,Adcy9,Carhsp1,Tekt5,Snn,Rsl1d1,Gspt1,Dnm1l,Slc7a4,Arvcf,Mrpl40,Lamp3,Rtp4,Cldn1,Rpl35a,Fstl1,Gsk3b,Gap43,Cep97,Stx19,Atp5j,Mrps6,Setd4,Cbr1,Ppp2r1a,Zfp820,Paqr4,Dcpp1,Eci1,0610011F06Rik,Tff1,Slc37a1,Hnrnpm,Rab11b,Rps28,Tapbp,Rps18,H2-Aa,Ager,Fkbpl,Tubb5,Mdc1,Znrd1as,AY036118,Rcan2,Yipf3,A330017A19Rik,Usp49,Frs3,Sult1c2,Mllt1,Clpp,Crb3,Fam179a,Yipf4,Prkce,Epcam,1010001N08Rik,Egr1,Ctnna1,3222401L13Rik,Fchsd1,Pggt1b,Eif1a,Onecut2,Gm16286,Ighmbp2,Ndufv1,Gstp1,Sptbn2,Ovol1,Malat1,Tm7sf2,Arl2,Pygm,Prdx5,Trpt1,Otub1,Rtn3,Uqcc3,Eef1g,Ahnak,Scgb1a1,Gcnt1,Klf9,Ptar1,Rfx3,Plpp6,Il33,Rpl9-ps6,Tm9sf3,Ndufb8,Sema4g,Mrpl43,Cuedc2,Neurl1a,Mirt1,Pnliprp1,mt-Nd2
0.0,2.8988965,0.0,2.8988965,0.0,0.0,2.4075444,3.556339,0.0,2.8988965,0.0,0.0,4.8573384,0.0,0.0,0.0,0.0,1.6566577,0.0,2.8988965,0.0,0.0,2.4075444,2.4075444,0.0,0.0,1.6566577,2.4075444,4.625351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.348776,2.4075444,1.6566577,1.6566577,0.0,0.0,0.0,0.0,0.0,2.4075444,0.0,0.0,2.4075444,5.232603,0.0,2.4075444,5.9871554,1.6566577,0.0,0.0,0.0,0.0,1.6566577,0.0,2.4075444,1.6566577,1.6566577,1.6566577,0.0,0.0,0.0,0.0,1.6566577,1.6566577,0.0,2.8988965,2.8988965,0.0,0.0,0.0,0.0,4.1876745,0.0,2.8988965,0.0,0.0,0.0,3.264748,0.0,0.0,2.4075444,2.4075444,1.6566577,1.6566577,2.4075444,0.0,4.006295,4.1876745,0.0,0.0,1.6566577,0.0,1.6566577,4.8573384,0.0,0.0,0.0,3.264748,1.6566577,0.0,0.0,1.6566577,0.0,0.0,0.0,1.6566577,1.6566577,1.6566577,2.4075444,0.0,4.1876745,4.1876745,1.6566577,2.4075444,1.6566577,0.0,0.0,0.0,0.0,0.0,1.6566577,1.6566577,0.0,2.4075444,2.4075444,1.6566577,2.4075444,2.8988965,2.4075444,2.4075444,0.0,2.8988965,0.0,0.0,0.0,0.0,0.0,2.4075444,2.4075444,2.4075444,0.0,2.4075444,1.6566577,2.8988965,1.6566577,3.7987883,0.0,1.6566577,3.264748,0.0,3.7987883,0.0,4.7460027,2.4075444,0.0,0.0,3.264748,0.0,0.0,3.264748,4.1876745,0.0,0.0,0.0,0.0,0.0,3.556339,1.6566577,0.0,0.0,1.6566577,2.8988965,0.0,0.0,0.0,0.0,1.6566577,0.0,0.0,2.4075444,0.0,0.0,2.4075444,0.0,0.0,1.6566577,2.8988965,1.6566577,0.0,0.0,0.0,0.0,0.0,1.6566577,5.389023,0.0,2.8988965,2.4075444,0.0,0.0,2.4075444,0.0,1.6566577,2.4075444,0.0,4.625351,3.7987883,3.264748,1.6566577,0.0,2.4075444,1.6566577,1.6566577,0.0,0.0,0.0,1.6566577,1.6566577,0.0,0.0,2.8988965,0.0,1.6566577,0.0,0.0,4.348776,0.0,0.0,2.4075444,2.4075444,1.6566577,5.389023,4.006295,0.0,1.6566577,0.0,0.0,3.556339,0.0,1.6566577,1.6566577,1.6566577,0.0,0.0,0.0,0.0,4.006295,0.0,1.6566577,2.4075444,1.6566577,7.362968,1.6566577,4.625351,1.6566577,1.6566577,2.4075444,2.8988965,2.4075444,0.0,0.0,2.4075444,2.4075444,0.0,1.6566577,1.6566577,0.0,4.1876745,0.0,4.625351,1.6566577,4.1876745,0.0,0.0,0.0,0.0,1.6566577,3.7987883,2.4075444,3.556339,3.264748,4.1876745,0.0,1.6566577,0.0,0.0,2.8988965,0.0,0.0,0.0,0.0,5.057138,0.0,1.6566577,0.0,4.9606943,1.6566577,1.6566577,1.6566577,2.4075444,1.6566577,0.0,0.0,1.6566577,0.0,0.0,0.0,0.0,1.6566577,0.0,5.1475363,3.264748,1.6566577,0.0,0.0,0.0,0.0,2.4075444,3.556339,0.0,0.0,0.0,1.6566577,5.312932,1.6566577,2.4075444,2.8988965,0.0,4.1876745,3.556339,0.0,2.8988965,0.0,3.264748,0.0,0.0,2.4075444,0.0,1.6566577,0.0,0.0,1.6566577,2.8988965,0.0,1.6566577,2.8988965,5.8857455,1.6566577,0.0,0.0,0.0,0.0,1.6566577,2.8988965,4.1876745,2.4075444,0.0,9.82209,2.8988965,1.6566577,1.6566577,5.057138,0.0,5.057138,6.8734937,4.625351,1.6566577,0.0,0.0,1.6566577,1.6566577,2.4075444,2.4075444,0.0,1.6566577,0.0,0.0,2.4075444,0.0,0.0,1.6566577,4.348776,2.4075444,0.0,0.0,1.6566577,0.0,3.556339,4.1876745,2.8988965,1.6566577,0.0,0.0,0.0,0.0,2.4075444,0.0,0.0,0.0,3.264748,6.5808315,3.556339,3.7987883,2.8988965,1.6566577,1.6566577,1.6566577,0.0,0.0,2.4075444,0.0,1.6566577,1.6566577,0.0,0.0,0.0,0.0,0.0,6.170809,0.0,12.303137,4.493681,4.348776,0.0,2.8988965,0.0,3.556339,0.0,0.0,0.0,0.0,0.0,0.0,4.006295,0.0,0.0,0.0,3.264748,0.0,0.0,3.264748,1.6566577,1.6566577,0.0,0.0,0.0,0.0,4.625351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.389023,1.6566577,0.0,4.006295,3.556339,0.0,0.0,0.0,1.6566577,3.556339,0.0,1.6566577,0.0,0.0,2.4075444,1.6566577,3.264748,3.7987883,0.0,1.6566577,1.6566577,1.6566577,2.4075444,4.625351,0.0,3.264748,0.0,1.6566577,2.4075444,0.0,0.0,0.0,0.0,4.006295,0.0,1.6566577,2.8988965,0.0,0.0,1.6566577,0.0,0.0,0.0,0.0,4.348776,1.6566577,0.0,0.0,2.8988965,0.0,0.0,0.0,4.348776,0.0,3.7987883,2.8988965,2.8988965,0.0,2.4075444,1.6566577,0.0,0.0,1.6566577,1.6566577,2.4075444,0.0,0.0,0.0,1.6566577,2.8988965,1.6566577,3.264748,0.0,1.6566577,3.264748,0.0,0.0,1.6566577,0.0,3.264748,5.1475363,2.4075444,0.0,1.6566577,0.0,2.4075444,0.0,0.0,0.0,1.6566577,0.0,0.0,1.6566577,3.264748,2.8988965,2.8988965,0.0,6.2545533,0.0,0.0,0.0,2.8988965,3.7987883,0.0,0.0,3.7987883,0.0,0.0,0.0,0.0,1.6566577,1.6566577,0.0,0.0,1.6566577,3.264748,1.6566577,0.0,0.0,0.0,0.0,1.6566577,0.0,0.0,4.006295,5.057138,1.6566577,0.0,0.0,0.0,0.0,0.0,1.6566577,1.6566577,0.0,0.0,0.0,0.0,4.8573384,0.0,0.0,4.493681,0.0,1.6566577,0.0,0.0,0.0,3.264748,0.0,0.0,0.0,1.6566577,0.0,0.0,0.0,0.0,1.6566577,0.0,0.0,0.0,2.8988965,5.232603,0.0,5.937341,4.9606943,3.264748,0.0,4.348776,0.0,0.0,3.264748,0.0,1.6566577,0.0,0.0,0.0,0.0,0.0,1.6566577,2.8988965,0.0,2.4075444,0.0,2.4075444,0.0,2.4075444,2.8988965,0.0,0.0,0.0,2.4075444,0.0,1.6566577,0.0,2.8988965,2.8988965,0.0,1.6566577,9.599963,0.0,1.6566577,0.0,1.6566577,1.6566577,1.6566577,2.4075444,0.0,3.7987883,2.4075444,6.0819025,0.0,0.0,0.0,0.0,0.0,0.0,3.264748,1.6566577,3.264748,0.0,1.6566577,0.0,0.0,0.0,0.0,3.7987883
1.3169707,1.9938006,1.9938006,3.8502812,0.0,0.0,1.9938006,2.8002677,0.0,3.8502812,1.3169707,0.0,3.5160115,1.3169707,0.0,0.0,0.0,1.3169707,0.0,1.9938006,0.0,0.0,2.4526675,1.9938006,0.0,1.3169707,2.4526675,1.9938006,2.4526675,0.0,0.0,0.0,0.0,2.4526675,0.0,0.0,0.0,0.0,4.54667,2.8002677,1.9938006,0.0,0.0,0.0,1.9938006,0.0,0.0,1.9938006,0.0,0.0,1.9938006,3.5160115,0.0,2.4526675,5.7732387,1.9938006,1.3169707,0.0,0.0,0.0,1.3169707,0.0,1.3169707,1.3169707,1.3169707,0.0,0.0,0.0,0.0,1.9938006,2.8002677,1.3169707,0.0,2.4526675,4.121485,1.3169707,1.3169707,0.0,0.0,3.0801666,0.0,0.0,0.0,0.0,3.8502812,3.0801666,2.8002677,0.0,1.9938006,3.3144858,1.9938006,1.9938006,3.0801666,0.0,4.8746524,4.2400923,0.0,0.0,1.3169707,1.9938006,1.3169707,4.4515367,1.3169707,1.3169707,1.3169707,4.121485,2.4526675,0.0,1.9938006,1.3169707,0.0,0.0,2.8002677,1.3169707,2.8002677,0.0,0.0,1.3169707,3.692806,5.467648,2.4526675,3.0801666,0.0,3.0801666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3169707,1.9938006,3.3144858,1.3169707,4.4515367,0.0,0.0,1.3169707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8002677,0.0,1.9938006,1.3169707,3.3144858,0.0,2.4526675,1.3169707,0.0,1.9938006,0.0,4.4515367,0.0,4.8746524,1.3169707,1.9938006,0.0,1.9938006,0.0,1.3169707,4.635916,3.692806,1.3169707,0.0,0.0,1.9938006,1.9938006,1.9938006,2.4526675,1.3169707,0.0,3.3144858,2.4526675,1.3169707,0.0,0.0,0.0,0.0,1.3169707,1.3169707,1.9938006,1.9938006,1.3169707,2.4526675,1.3169707,1.3169707,1.3169707,2.8002677,0.0,0.0,0.0,0.0,0.0,0.0,1.3169707,6.0898814,0.0,1.9938006,1.3169707,0.0,4.8746524,0.0,0.0,1.9938006,0.0,1.9938006,5.201406,3.3144858,3.3144858,1.3169707,0.0,3.0801666,0.0,0.0,1.3169707,1.3169707,0.0,1.3169707,2.4526675,0.0,0.0,2.4526675,0.0,2.8002677,0.0,0.0,4.3496847,0.0,0.0,0.0,0.0,1.9938006,5.7333503,4.121485,1.3169707,3.3144858,1.3169707,1.3169707,1.9938006,0.0,0.0,1.9938006,0.0,0.0,0.0,0.0,0.0,3.9922466,0.0,2.8002677,1.9938006,1.9938006,7.6064806,0.0,5.0794353,2.4526675,0.0,0.0,1.3169707,0.0,1.9938006,1.3169707,1.9938006,2.4526675,0.0,0.0,0.0,0.0,3.3144858,0.0,5.849852,0.0,4.4515367,0.0,0.0,1.3169707,0.0,1.3169707,3.3144858,0.0,1.9938006,1.9938006,3.8502812,2.4526675,1.9938006,0.0,0.0,1.9938006,0.0,1.3169707,1.9938006,0.0,5.2587304,0.0,1.3169707,0.0,5.4181857,0.0,3.0801666,1.9938006,0.0,2.8002677,1.3169707,0.0,1.3169707,0.0,0.0,0.0,3.0801666,2.4526675,2.4526675,4.121485,2.8002677,1.3169707,0.0,0.0,0.0,0.0,1.3169707,4.3496847,1.3169707,1.3169707,0.0,1.9938006,3.692806,0.0,1.9938006,1.9938006,0.0,3.9922466,0.0,0.0,3.692806,0.0,4.4515367,0.0,0.0,3.3144858,1.9938006,3.0801666,0.0,0.0,2.4526675,1.9938006,0.0,4.9461923,0.0,5.9226017,1.9938006,0.0,0.0,0.0,0.0,1.3169707,2.4526675,3.8502812,1.3169707,0.0,9.497551,1.9938006,2.4526675,2.4526675,4.3496847,0.0,5.5154705,6.719727,4.635916,1.9938006,1.3169707,0.0,0.0,2.4526675,0.0,1.3169707,0.0,1.3169707,0.0,0.0,3.692806,1.3169707,0.0,2.4526675,4.3496847,0.0,0.0,2.4526675,0.0,0.0,3.3144858,3.0801666,4.121485,3.0801666,1.3169707,0.0,0.0,0.0,1.9938006,0.0,0.0,0.0,3.3144858,6.1816664,2.8002677,2.4526675,0.0,1.3169707,2.4526675,0.0,0.0,0.0,2.8002677,0.0,1.3169707,2.4526675,0.0,0.0,1.3169707,0.0,0.0,6.657146,0.0,12.460354,3.8502812,4.2400923,0.0,1.9938006,0.0,2.8002677,0.0,0.0,0.0,0.0,0.0,0.0,3.9922466,0.0,0.0,1.9938006,3.0801666,0.0,0.0,3.692806,0.0,0.0,1.9938006,0.0,0.0,0.0,3.692806,0.0,1.9938006,0.0,0.0,0.0,0.0,0.0,5.650104,1.3169707,0.0,4.7993793,4.4515367,1.9938006,0.0,0.0,3.3144858,3.3144858,0.0,1.9938006,0.0,0.0,1.9938006,1.3169707,1.9938006,3.3144858,0.0,1.9938006,0.0,0.0,2.4526675,3.8502812,0.0,3.3144858,0.0,2.4526675,3.5160115,1.9938006,0.0,0.0,1.9938006,2.4526675,0.0,1.9938006,1.3169707,0.0,0.0,2.4526675,0.0,0.0,0.0,1.9938006,4.2400923,2.4526675,0.0,0.0,2.4526675,0.0,1.9938006,1.3169707,3.9922466,1.3169707,1.9938006,1.9938006,2.4526675,0.0,2.4526675,1.3169707,0.0,2.8002677,0.0,0.0,2.4526675,1.9938006,2.4526675,0.0,0.0,0.0,0.0,3.0801666,0.0,3.3144858,4.54667,1.9938006,0.0,1.3169707,0.0,2.8002677,4.3496847,1.9938006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3169707,0.0,0.0,0.0,2.4526675,1.3169707,3.3144858,0.0,5.991858,0.0,1.3169707,1.3169707,0.0,2.4526675,0.0,0.0,3.8502812,0.0,0.0,0.0,0.0,0.0,1.9938006,1.9938006,0.0,0.0,1.9938006,2.4526675,1.3169707,0.0,0.0,0.0,0.0,3.0801666,0.0,4.121485,4.4515367,1.3169707,0.0,0.0,0.0,0.0,0.0,2.8002677,0.0,0.0,1.3169707,0.0,1.3169707,3.9922466,0.0,0.0,4.7993793,0.0,2.8002677,0.0,0.0,0.0,3.0801666,0.0,0.0,1.3169707,1.3169707,0.0,0.0,0.0,1.9938006,1.9938006,0.0,0.0,0.0,2.4526675,5.0794353,1.3169707,6.375532,5.201406,4.54667,0.0,1.9938006,0.0,0.0,2.4526675,0.0,1.3169707,0.0,0.0,0.0,0.0,0.0,1.3169707,2.4526675,0.0,1.9938006,0.0,3.0801666,0.0,1.3169707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3169707,3.3144858,0.0,0.0,8.2678795,0.0,1.3169707,0.0,2.8002677,0.0,1.3169707,1.3169707,1.3169707,3.692806,0.0,6.0898814,0.0,2.8002677,0.0,0.0,0.0,0.0,3.3144858,1.9938006,2.8002677,0.0,1.3169707,1.9938006,0.0,0.0,0.0,3.8502812
