,score
Rhox5,42.831701681182395
Mt1,39.221099798057566
Lgmn,37.779412123009934
Apoa1,37.50733133976363
Apom,37.3632408387861
Lgals2,36.53227144021819
Dab2,36.30244444827297
Spink1,36.15245979672477
Apoa2,35.84943410565082
Ttr,35.78653194084207
S100g,35.7208580168388
Emb,35.69118729104417
Mt2,35.63556849312053
Apoe,35.31132645393816
Rbp4,35.26379764211183
Cited1,34.86633054884719
Ctsh,34.63898231690256
Trap1a,33.56952567013712
Apoa4,33.09702840841302
Amn,33.0896218488298
Psph,32.879150985035004
Tdh,32.078613075435676
Apob,31.922809729727128
Ctsl,31.896083795751423
Afp,31.779703567367868
Gcsh,31.440882483475562
Slc2a3,30.9833591364082
Cotl1,30.96475959275481
Cldn7,30.457465166262224
Cubn,29.794187003118797
Ddt,29.67789804161383
Spp2,29.140164876565656
Fgb,29.02285511043624
Smlr1,28.512260377641898
Npl,28.39871143982862
Rhox9,28.37383605313433
Folr1,28.12127764875853
Car4,28.0459351842766
S100a1,27.741016673396157
Dbi,27.739593046493116
Ifi30,27.640797142701413
Slc2a2,27.39998880171318
Slc16a1,27.011143127246697
Rhox6,26.66134889986411
Tmem37,26.64244673405207
Trf,26.384523214508683
Morf4l2,26.080333256580808
Car7,26.016426481020616
Txndc17,26.000111151941056
Slc9a3r1,25.640963118607665
Clic6,25.32923841271736
Gcat,25.18387946058927
Pcbd1,25.126260686523366
Ezr,25.107896506829658
Aldob,24.949953560160928
Nrk,24.91242982167074
Cd63,24.853810160860657
Gstm1,24.636665762923847
Atp1b1,24.548789642085826
Cldn6,24.128041675914265
Apoc1,24.071956859148354
Fmr1nb,23.94663417119965
Aprt,23.50832218324062
Ctsz,23.373691372351068
2610528J11Rik,23.268667806853994
Dusp9,23.23045869900431
Gjb3,23.162665182951088
Stx3,23.075534759488548
Uqcrq,23.06319359887551
Sepp1,23.010153996709
Cndp2,22.946633982951386
Phlda2,22.768361208111873
2210011C24Rik,22.621567582466035
Slc13a4,22.337101144388246
Morc4,22.21933798539026
Cyba,22.05978543202519
Pla2g12b,22.048188440917396
Fxyd2,21.995174452730236
Ldoc1,21.92940057119112
Fabp1,21.814446548584726
Pramef12,21.810338444214985
Gldc,21.8101174037967
Atp6v0b,21.462717459166242
Pdzk1,21.450806072781276
Tfap2c,21.08235187287448
Tomm5,21.01586066343062
4933402E13Rik,20.98080142337479
Ctsb,20.808955082720452
Erdr1,20.76119576625638
Id2,20.50667375371177
Gipc2,20.300439445118844
Psat1,20.29675879597196
Tuba1a,20.17278130445871
Bex2,20.114151394065424
Aldh7a1,20.113996531571217
Cox5a,20.102342309444666
Podxl,19.951634146345295
Bex4,19.940729582093226
Sdc4,19.699888365535195
Gjb5,19.597219595136334
Glul,19.56796593257443
Rnase4,19.333322736914333
Mttp,19.299094098125877
Gpx3,19.170629286043038
Fgg,18.95981797393243
Tpd52,18.94609369149631
Cltc,18.932416957387414
Fem1b,18.84329573272228
Utf1,18.754246161158136
Peg10,18.598882911892222
Tmprss2,18.55828450134277
Rps2,18.519036888837412
Phgdh,18.22569589711898
Slc39a5,18.108460498652946
Vamp8,18.066944261789914
Ctsc,17.87098648016662
Atp6v1e1,17.849013202990804
Bex1,17.760549639472643
Aqp3,17.71803681555635
Stard10,17.54152018985456
Reep6,17.43755974541882
Fkbp11,17.372894309072475
H3f3a,17.355271596209423
Lrpap1,17.328895751784675
Ybx1,17.261824241604838
Gm9,17.171659275404277
Gnpda1,17.025394945438393
Mest,16.976833860948695
Slc25a4,16.934723872146815
Marcksl1,16.933240464228195
Cstb,16.8711141687315
Vimp,16.835189695943058
2200002D01Rik,16.718580095251053
Snx3,16.638326900201633
Ifitm2,16.528296914352786
Sfmbt2,16.34850775062922
Palm3,16.314712402663844
Lsr,16.250825524068887
Krt18,16.001604850062463
Spint2,15.988572226548854
Tmsb10,15.97755483991028
Stx7,15.88599928717296
Hbb-y,15.880924784990086
Prss8,15.841195973419152
Gga2,15.788104582412366
Fabp2,15.786451209531927
Ass1,15.773674588974957
Apoc3,15.74906088657034
Tmem150a,15.731251848400248
Glrx,15.50944319382611
Cystm1,15.425153625470832
Fabp5,15.349058671720128
Mpc2,15.285092164460753
Hspa9,15.22731083933199
Mfsd1,15.158384348297973
Amot,15.125923078658618
Gnas,14.869254719374387
Anp32a,14.81442241333461
Hnf4a,14.743386808469245
Bst2,14.687637912695813
Tbrg1,14.681076957973781
Hba-x,14.646076877551144
Hspb1,14.608906286510946
Elf5,14.593486302336139
Rrbp1,14.556383274043275
Vps35,14.469991754872089
Hbb-bh1,14.433882652250563
Hba-a1,14.423473889269266
Jade1,14.40574384767042
Tomm20,14.390742354409802
Ftl1,14.383746256576298
Vil1,14.361618983969128
Irx4,14.182851165307465
Pqlc2,14.18019206563741
Fthl17a,14.154181556210773
Neu1,14.0311312319296
Sgk3,14.014283150587183
Gpx4,13.913982203741645
Slc7a7,13.89722180008551
Chchd10,13.893829638581659
Galk1,13.874742344334704
2810417H13Rik,13.8700277929811
Lrp2,13.785413190796115
Rnf181,13.615485253959477
Oat,13.602304680481796
Rasgrp2,13.575618327892421
Asl,13.505606231685961
Epcam,13.486212706850077
Rplp0,13.464883820779036
Renbp,13.4361817502621
Cib1,13.403732410833639
Tspan13,13.313382056537835
Rdx,13.276669625340768
Klc4,13.272105194403608
Twf1,13.233005996119958
Fth1,13.138423973056252
Tuba1c,13.108006115631524
Atp6v1g1,13.08519021000294
Hspe1,12.951305276460811
Atp6v1f,12.939060178860856
Rab4a,12.93217965012675
Lxn,12.924518398315017
Slc43a2,12.89438339063486
Uqcrh,12.792395615524965
Hmgb1,12.789222433645657
Fscn1,12.738326693505572
L1td1,12.711387164918953
Cnn3,12.603766114277333
Fga,12.545784195866881
Xlr3a,12.522313928819582
Soat2,12.521566652817016
Sec14l2,12.479113248589497
1700019B21Rik,12.413417883017432
Dpp4,12.338272561460192
Vim,12.326332998132528
Slc26a2,12.3052741488668
Ccnd2,12.279396498033496
Pdpn,12.186137354647526
Dgat2,12.166133226503218
Slc4a1,12.136343017353514
Atp6v1d,12.129230052081288
Blvrb,12.121572244395326
Cldn2,12.103317242581818
Srp9,12.093246076195964
Slc7a8,12.028164909805586
Sigirr,12.022378014733347
Avpi1,11.947681803283231
Aass,11.947032127179012
S100a6,11.8281690510963
Gmfb,11.827222648887977
Marcks,11.814690341233923
Ndufb10,11.803365572377643
Atp6v1a,11.798975109858082
Rps4x,11.728032128793496
Serpinf2,11.715431292057493
Myo6,11.683779733569077
Gypa,11.670694157501948
Surf4,11.63776746066804
Pdlim1,11.634775677364235
Gata2,11.556691707074869
Rhox4d,11.50693164491124
Nostrin,11.4991968275443
Pkm,11.496192823471105
Rbm47,11.487780536672608
Lamp1,11.475369422625368
Atp6v1b2,11.442259842885276
Tm4sf5,11.385398205772686
Rpl8,11.313794631222795
Cox7c,11.298024984666684
Scpep1,11.217370004712793
Ninj1,11.201774414358258
Tex19.1,11.193514087062296
Lamtor4,11.15167817808169
Ptma,11.145641822950141
Gm8730,11.136628002698828
Atox1,11.113337197560751
Nxf7,11.09540590631598
Hadh,11.05203195749375
Creb3l3,10.99740073463012
Scp2,10.987949497662294
Prdx2,10.980825637222805
Car2,10.972256261532701
Cdh1,10.947161137226567
Atp1a1,10.941706090021276
Ascl2,10.881351136947503
Ctnnb1,10.819457100489203
Qprt,10.798518515734054
Snx2,10.798174487863287
Nudt11,10.792881192781868
H19,10.75456020376847
Vps26a,10.732416067408224
Maf,10.731960184280283
Tspan6,10.712752399988679
Uap1l1,10.711589755425512
Cox14,10.709433810138783
Gm42418,10.698648544977495
Vkorc1,10.691929448817744
Ppia,10.596124160649612
Nipsnap1,10.585735593584944
Sfn,10.57664630177364
Tpcn1,10.53324774492048
Hist1h2bc,10.524658178664161
Alas2,10.515369169686364
Atp6v0e,10.48670000710273
2810459M11Rik,10.474959114423257
Foxo4,10.461429139620277
Wbp5,10.454684593286185
Rnf128,10.422784234738126
Hbb-bs,10.403862804860466
Hand1,10.378492710997099
Dhcr24,10.346430210615347
Etfb,10.345348198432378
H2afy,10.334201070632773
Cd9,10.324899409839928
Acot1,10.305167327352622
Meis2,10.283566894411594
Gng12,10.278609979184921
Adora2b,10.25673923667084
Cd82,10.245658462885256
Stmn1,10.24024910534495
Rps18,10.240191798607515
Slc16a3,10.22711417693018
Espn,10.211341971991597
Cited4,10.189869477254883
Carhsp1,10.166138409420219
Klhl13,10.16453024566237
2700094K13Rik,10.151595737545327
Esx1,10.149051037581316
Stard4,10.14173226938191
Kcnn4,10.133882303590081
Sord,10.10345519697794
Hpn,10.099941040674542
Qdpr,10.090665801380208
Slc7a9,10.033128239712342
Acy1,10.006539014704257
Got1,9.991432080755873
Soat1,9.979231225451299
Timd2,9.965508536100971
Hmgb3,9.9316709298556
Fabp3,9.869876431767993
Lgals3,9.85209979347538
Snrpn,9.851885081007001
Cbx5,9.832417238568384
Slc35g1,9.788025570770428
Serbp1,9.778891827205761
Krtcap2,9.774381486815413
Kdelr3,9.721081927255524
Nup62cl,9.692639092819775
Pigyl,9.68702392958649
Ppm1b,9.633248305620844
Plet1,9.624305529839853
Tmsb4x,9.613649942047306
Slco4c1,9.60453571964456
Trip12,9.594296853515248
Rpl3,9.587439570156892
Psip1,9.581975804570133
Dap,9.577085557673387
Rab11a,9.567271687271237
Aqp11,9.554425450306454
Lmo2,9.543526212415424
Cdhr2,9.51966199599427
Uqcr10,9.518214865180003
Actg1,9.50927153642203
Tubb5,9.47518737145551
Dsg2,9.412406248174022
Alad,9.39589373015495
Hsd17b11,9.378043259710505
Usp51,9.361770098097251
Tcn2,9.329295414792352
Lcp1,9.325418330092702
Rpl18a,9.318446356530126
Plscr1,9.244471516097253
Ctsa,9.243470203560303
Gpc3,9.233914310087478
Slc23a1,9.2092347901666
Slc39a4,9.206879286467148
Mrap,9.187759314978074
Itm2b,9.184923505032973
Pttg1ip,9.18428014281095
Rps7,9.163568351547543
Ifi27l2b,9.157894663388912
Terf1,9.124013881316621
Nrp1,9.107978410237974
Abcg2,9.09920663087278
Krt8,9.06659252854514
Ndn,9.063522071779918
Hdgf,9.026784270356892
Nudt4,9.023813346882596
Rpl10,8.999423012405314
Slc3a2,8.99734960795403
Glud1,8.993362226681752
Klf9,8.970702275166254
Tigar,8.965324219345822
Gns,8.950945968755088
Hmga2,8.938932946775672
Rps23,8.928132815009644
Hmbs,8.927845254296011
Akr7a5,8.890798042902457
Atp5g3,8.86523586231541
Acaa1a,8.860161058583834
Eif1ax,8.824841824632
Rpl4,8.80327137385772
Crb3,8.799215110369175
Gsto1,8.793613357360893
Eif5a,8.790708614087901
Dbn1,8.788651040985515
Ang,8.787597604304244
Rps3,8.75845652457248
Marc2,8.736449329624127
Tnks2,8.731297980059898
Rfesd,8.730912577274955
Sephs2,8.721699216414768
Rps5,8.693629478774815
Mfap2,8.688448116224947
Rpl13,8.687687620210014
Rgcc,8.686258135180182
H2afy2,8.652933986018358
Tmem120a,8.649061289522596
Rpl14,8.648850513898475
Lgals1,8.648501663433368
Tmem30b,8.640198444801666
H2afz,8.623646164288603
Slc39a8,8.620867011454393
Grhpr,8.587407918874646
Pepd,8.580819738932346
Bri3,8.52794277410713
Stard8,8.522512942974094
Swt1,8.507116329905946
Mfsd12,8.492441673640782
Phxr4,8.470160372493043
Slc25a37,8.462742370602818
Fam21,8.439114373489007
Cald1,8.437232647263734
Atp5k,8.43302490646254
Arpc1b,8.39104570543391
Limd2,8.390115435274947
Ikzf1,8.389634384157237
Lpgat1,8.369253620259247
Tmem97,8.365432842442377
Tnfrsf12a,8.344628685068859
Rpl10a,8.326207772232314
Rps6,8.323014704597222
Depdc7,8.31459545541119
Atp5g1,8.278226936026979
Cnn2,8.271776132484844
Ngfrap1,8.242228314976403
Mogat2,8.233071194744982
Atp7b,8.225678656228444
Ap1b1,8.187505624670814
Fbxo22,8.186267073984341
Hnrnpa1,8.183309905955902
Pafah2,8.177105159178357
Ubxn1,8.177007872512617
Rps19,8.176489727645555
Rbpms2,8.134093892643957
Aqp8,8.107232400921795
Igsf23,8.100654366048147
Ndufa4,8.084749386538498
Mgst3,8.065166317406803
Anp32b,8.037485798328236
Galm,8.01561643443859
Xlr4b,7.978193712143956
Col3a1,7.975839054402584
Lypla1,7.968523428600937
Ubqln2,7.949604288105527
Sox4,7.948560966991881
Glmp,7.946443149953494
Acox1,7.921835181313534
Hipk2,7.919412994610331
Fstl3,7.911725786663409
Lin28a,7.902271363182931
Cycs,7.891928296375909
Sccpdh,7.881009681792319
Tspan8,7.878929982690148
Hba-a2,7.831118808338376
P4hb,7.824110384161749
Rab20,7.802609330658644
Slc35f6,7.788126032332556
Scube3,7.782532096188485
Rhebl1,7.767122504226944
As3mt,7.74741739889024
Pebp1,7.731748246185906
Timm8b,7.712190772050439
Elovl1,7.711529755589092
Mien1,7.710323351427719
