,Scgb1a1,Epcam,Krt7,Stmn2,Cldn7,Spint2,Krt18,Clu,S100a14,Cldn3,Spp1,Plac8,Bex4,Mcpt1,Igf2,Fstl1,Areg,Crlf1,Rps28,Id3,Rab25,Ctsh,Crb3,Elf3,Rpl13,Lsr,Krt19,M1ap,Lmna,Hmga1-rs1,Cldn4,Car2,Ctsd,Btf3,Onecut2,Hoxa9,Pvrl2,Tspan1,Il33,Cd24a,Arpc1b,Igfbp5,Wbp5,Rpl37,Tff1,Ly6d,Notum,Slc25a4,Erich2,Malat1,Btg2,Eef1b2,Foxq1,Vamp8,H2afj,Tdrkh,S100a6,Rps11,Ugdh,Myl6,Tsc22d1,Ctsl,Gsr,Pabpc1,Sftpc,2010107E04Rik,Rpl41,H2-Aa,AY036118,Actn1,2610001J05Rik,Sftpb,Ptp4a1,Sdc2,C530008M17Rik,Olfm5,Rnf181,Cldn18,Klf5,Sept7,Dstn,Cited4,Tesc,Fkbp14,Tspan3,Rpl35a,Ckm,H3f3a,Gnas,Syngr2,1700049E15Rik,Lamp3,Cdc42ep5,Gap43,Ifitm2,Maff,Fkbp1a,Rassf8,Fkbp4,Atp5b,Spink13,Ehf,Cyth2,Rpl35,Gltscr2,Cmtm8,Atp6ap1,Eef2,Actb,Itm2b,Eif3f,Asb4,Tomm20,Sox17,Sumo1,Eif6,Actr3,Sumo2,0610011F06Rik,Slc34a2,Nt5c,Rbpms,H2afy2,Snrpe,Pitpna,Mecom,Gcnt1,Sdc4,mt-Nd2,Far1,Ahnak,Rpl5,Ak2,Fosb,Cited2,Ppib,Csnk1e,Slitrk6,Lyz2,Atp5h,Jund,Hoxa11,Naa20,Fdx1,Bzw1,Mbnl1,Aldoa,Tram1,Mrpl35,Cd63,Psmb2,Brd7,Surf4,Nudt4,Egfl6,Pfdn2,Cd81,Tubb5,Slc25a5,Cbr1,Smim24,Degs1,Pebp1,Cct2,Ddrgk1,Maf1,Slc37a1,Arpc2,Gemin7,Atp5e,Ywhag,Ywhae,Tm9sf3,Mgst1,Med21,Rab6a,Ube2s,Atp5j,Psmc4,Scaf11,Tkt,Ndufb8,Arl1,Lap3,Eif4a1,Mycbp,Calu,Smarca5,Strap,Polr2m,Stard3nl,Hnrnpk,Fus,Pdlim7,Cyba,Foxp1,Anapc5,Camk2d,Capza2,Plec,Gm10094,Vdac2,Hprt,Mafg,Ubl5,Tsg101,Srek1ip1,Cebpb,Mrpl55,Rrp1,Rbm17,Rap1b,Tm7sf2,Rpl9-ps6,Smim7,Atp6v1g1,Zbtb37,Ubl4a,Psmb7,Tapbp,1700096K18Rik,Khdrbs3,Mat2a,Grina,Hp,Ppa2,Atp2b1,Mrps6,Trim28,Pnisr,Hmgn3,Med30,Ncor1,Eif3b,Eif4e,Mbnl2,Ier5,Ier2,Btg1,Anxa7,Egr1,Arl2,Eva1b,Mphosph9,Sar1a,Lipt2,Ddx24,G3bp2,Prkce,Snrnp70,Uqcrb,Serpinb6b,Slc45a3,Hnrnpa2b1,Akr1a1,Snrpb,Recql,Impdh2,Prelid1,Lsm8,Txndc17,Crebzf,Hmg20b,Dctpp1,Dync2h1,Idh3g,Tprgl,Nradd,Xrn2,Cuedc2,Otub1,Cxcl5,Fuca1,Eef1g,Jtb,Napa,Mrpl40,Sumo3,Cxcl10,Slc16a11,Rps18,Glrx2,Carhsp1,Zbtb8a,Rab2a,Sdhaf4,Guk1,Med10,Pon2,Psmb5,Fubp1,Acin1,Eif1a,Nucb1,Hnmt,Phxr4,Rcan2,Fam195b,Polr3e,Mrps5,Zfp961,Luc7l2,Plpp6,Pax1,Gjc1,Tardbp,Saraf,Rab17,Idh3b,Acp1,Ppp1r12b,Ccni,Prrg1,Srm,Gpr85,Serpinb8,Sms,Hspa5,Ager,Rab11b,Prdx2,6330416G13Rik,Eif4g2,Rtn3,Sbds,Lsm1,1810014B01Rik,Cc2d2a,Psmc2,Myo5a,Mrpl23,Prpf38b,Ypel3,Elavl1,Gng12,Acaa1a,Sertad1,Ube3a,Mirt1,Eif4b,Tsc22d4,Matn4,Cct4,Dda1,Snrpg,Ssrp1,Gpx1,Gpr37,Apoa2,Nfatc4,Cryl1,Eprs,Gsk3b,Foxp2,Ssr4,Akr1b3,Atp1b3,Zcchc9,Thtpa,Srsf6,Ube2j2,Gm16286,Mrpl43,Nek3,Gm14418,Fdxr,Tmbim1,2700049A03Rik,Snn,Lnx1,Tm2d1,Tcea1,Ntng1,Yipf3,Pard3b,Fkbpl,Pttg1,Hmgn5,Marc2,Gimap9,Gpr173,Fyn,Adamts9,Gtf3a,Ovol1,Tmbim4,BC025446,Arvcf,Traf5,Pcbd1,Wls,Wdr47,Wnk1,Pgd,Sfpq,Wdr35,Fam206a,Gm10031,Uggt2,Nono,Iscu,Dctn2,R3hdml,Setd4,2700060E02Rik,Ephb6,Atxn7l2,Adrm1,Ndufv1,Prpf40a,L2hgdh,Tm2d2,Sox4,Rnh1,Zbtb7a,Sec13,Cltc,4930556M19Rik-1,Ctsa,Igsf9,Rnf11,Gm9774,Sec61b,Klf9,Stat5b,Dapl1,Ppp1cb,Mllt1,Nbas,Vma21,Slc37a4,Sema6a,Zfp386,Fzd3,Mrpl38,Mtbp,Ucp2,Csrnp2,Svbp,Prdx5,Ppp2r1a,Dlg3,Gnl3,Rab5c,Gpx4,Rsrc2,Tmem132c,Hnrnpdl,Spag7,Mapre1,Neurl1a,Ctnna1,Tdp1,Arglu1,0610010K14Rik,Dusp15,Ankfn1,Rad51ap1,Dynlrb1,Vcp,Zfp207,Ighmbp2,Clpp,Bpifa1,Sdf2,Zdhhc2,Ankrd49,Sbk1,Tbca,Steap3,Shisa2,Siva1,Mttp,Acadl,Smug1,Calr,Hist1h2ap,Abcc3,Nras,Slc38a2,Maged1,Hnrnph1,Tex9,Ufm1,Gspt1,Klf13,Thnsl1,Sys1,Aup1,Hras,Eif4h,Cdk5rap1,Spg11,Lamtor1,Clip2,Aagab,Ubiad1,E2f2,Ric8b,Ldhd,Eif3d,Aurka,Adam10,Wdr70,Lyn,Snapc4,Rfx1,Lins1,Rhbdd3,Sugp2,Eln,Numbl,Atp6v0b,Ap1s1,Immp1l,Rnmtl1,Dcpp1,Zfp507,Pced1a,Champ1,Stat5a,Sox12,Nptn,Atp5k,Tcf7l1,Gsap,Kbtbd4,Ddx19b,Ninl,Commd4,Fgfr3,Dcp1b,Akirin2,Yipf4,Klhl26,Fam229b,Mrm1,Hnrnpm,Ttll4,Mrpl24,Ctf1,Gm4631,Klhl20,Pgk1,Cyb5d2,Caprin1,Fancc,Mcl1,Lrrc66,Eif3l,Ube2b,Ddx3x,Tpd52l2,Spr,Mdc1,Nek2,Tmem33,Crocc,Hddc3,Rad51,Wfs1,Paqr4,Stat3,Rpl10-ps3,Uqcc3,Pdia4,Trappc12,Znrd1as,Pdp2,Tyk2,Pabpn1,Zfp653,Ctbp1,Dnm1l,Mtmr7,Rsl1d1,Chmp3,Ociad1,Dis3l,Ptar1,Ccdc82,Eci1,Lage3,Lca5,Gchfr,Gstp1,Sec61a1,Lrig2,Arl6ip4,Cep97,Gm26782,Dsn1,1810062G17Rik,Trpt1,Pbdc1,Tmem132d,Ewsr1,Otulin,Rtp4,Armc5,Dph7,Pggt1b,Gatsl3,Rhbdl2,Gabarapl1,Alg12,Ppp1cc,Ifi27,Tmem120b,Slc26a11,Tab3,A330017A19Rik,Card19,Ly75,Kif22,# nodes
N0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N0001,144.0076098723735,125.24053529383153,111.85485893696902,102.42836464164856,104.69661746443357,102.76173418666039,93.72566835485519,94.27230485639916,82.13698388698266,77.58590050734274,62.026963691468225,56.50446921813594,57.95959103417958,52.25834863293269,49.43788967208766,46.31674729011232,43.73430222464733,43.95472670396768,43.908788213360026,42.252094212460406,41.03648696169327,36.95636529144475,35.71359681167745,35.60843974003161,35.10246645530879,34.5869422353779,33.84410906531859,32.28762868519003,29.210540723407398,29.15602510638916,26.516636846308984,26.846100166476194,24.077914579777477,25.505657928937868,23.574028844173906,23.790414159554093,23.790965721342207,24.129672185822553,22.202732005514616,22.10487532609013,22.0976033325954,21.702963265317287,19.889398786642847,18.93449419206306,19.009498528500888,14.581159958677363,18.46956278500358,17.717472702294884,17.36372708229063,17.50300136111014,16.71041932768816,16.61335999875963,15.730877680418098,15.50009049695613,14.267743331395677,14.88327413403189,12.955198594186557,14.815270792049295,13.3320813546245,14.5219676514952,13.69035783670281,11.61431289358357,13.684029636755838,13.367201499610363,9.65826737037295,13.43184047611199,12.945920011974817,3.4091543070090378,12.85260855296849,12.20244039285979,11.311603181417423,8.53496519705812,10.93363886252992,10.969821512918095,11.263782279216457,11.12468766986858,11.12192747156752,11.005246282763242,10.237145576697841,9.803226618409193,10.14424641837063,9.9424343786539,9.77201266024534,9.301424758610262,9.643436608247827,9.34721900499811,9.802106478526122,9.93190952504232,8.783136363046253,9.08968289352314,0.1278179873070836,7.642434657656607,9.079500530970986,8.444556807903648,8.631555388652794,8.752603471368893,8.308939025770375,8.679845596322279,8.58400085413542,7.129049035027301,7.972933413298905,7.984103034958975,7.906168111591354,7.709893039270582,8.00920079786932,7.461527950285854,7.570676050201872,7.485302164473922,6.4756646778887985,7.285694952119783,7.271892336939843,7.070162059429237,7.287234873681211,6.7349237936586865,6.753473440981737,6.498992617338425,6.2344827246162815,5.392852705276742,6.420944938196514,1.229312493859756,5.477506632796378,6.180768145375627,5.858499734193517,6.120204423828589,5.130546359676134,5.761763909875357,5.451837324320084,5.706459568773189,5.6797715764998,5.244342641336444,5.341501698524419,5.390076906276133,5.33225644999561,4.798784655822033,5.156468852705036,4.97874991816258,5.0981933667802934,4.8098724737062355,-0.46325830834309906,4.568380392992965,5.255109812989774,4.822749513439643,4.511420484013825,4.924096339608546,4.53324573549279,4.614521646319255,4.635700658964711,4.455246986603135,4.465837168182358,4.485198416604839,4.779519928648263,4.276435352154615,4.092910927334025,4.411022969766196,3.535101274936211,4.518172857439147,4.423518633815951,3.145788087758007,4.345055738290924,4.306080194279659,4.132519554492467,4.003966634460276,4.288249916396927,4.304256430349751,4.055207823378244,4.14643216100456,4.642339709597538,3.4212396050129623,3.5664365256010155,4.213670485805206,3.7456567136979664,3.4738787603976258,3.666122915831815,3.0287907333661845,3.21039331308751,3.479752090000462,3.8231934813206356,4.259422315865627,3.721922152958604,4.016024599554605,3.9745038024908,3.844111822421883,3.4589204713225743,3.45758109147764,3.404377133052499,3.6299681798923293,3.34556223764874,3.603880577242348,3.3064884518251674,3.323152343087758,3.1891601939622385,3.0075179858316874,3.3544867602139052,3.388752847191335,3.4625549754178353,3.3491393147279798,3.215159811665189,3.4111415853648706,2.915338031224801,3.448265660575999,2.972739699382455,3.31946458055088,2.9802854780519428,3.2103086652858575,3.0761747279251836,2.846528315018305,3.2007399601410977,2.8416621986716812,3.050005054514495,2.5052134829925223,2.8282140171062524,2.8353083707391487,2.732791373282351,2.9316050565984018,2.7894349813581334,2.773678073775021,2.7420082671775248,2.7328477386107193,2.59639308482781,2.720715423518584,2.6415188476453806,2.5724201754965463,2.578893454605357,2.790754173345478,2.953446384859137,2.5794064096761447,2.734517821733743,2.7666810975762473,2.4542780248491023,2.4276393108270575,2.4520327883723114,2.6502611449933124,2.6775803757462397,2.005637808345442,2.0435834357685136,2.370774163040569,2.5443851023330333,2.4252334576379475,1.117273166153226,1.604568954895541,2.2433121965487155,2.119534416800471,2.1843183513415356,2.5758002019866595,1.7558497822461698,2.2419210576335002,2.0557556557763146,2.2563836988041888,2.4017210025910973,2.156827833893095,2.162917145857875,2.1596973967648574,2.2012930246642757,1.8683684618011664,2.0681067817497496,1.765633775957507,1.8258373919844861,2.108503318940929,2.0895153948608765,2.016505628908072,1.310839893379956,2.0222798906426114,1.9893663088177356,2.025561779034641,1.8608625452341796,1.9066974393448508,1.848958251176818,1.7600557469586982,1.811166034128579,1.823252819753359,1.8474819982530124,1.8804999735656744,2.0308379950526283,1.8146668172331952,1.9213721389002505,1.6335748731934487,1.8949902931713642,1.0894991352050651,1.799049927735415,1.8411631348677324,1.6341036108176594,1.4661033581159404,1.5802649385960172,1.6873747575299298,1.5528633911951413,1.479283113816386,1.7026857229236565,1.7243563053791473,1.7869304745441636,1.527211081172782,1.599825844986696,1.6716244360102483,1.2154951542474242,1.563879972831089,1.4828646368064766,1.515429569004891,1.589632164116111,1.348708883501392,1.2819681872652096,1.500159131992236,1.4745332040725183,1.3749368162569902,1.3771576359369666,1.398107912916358,1.3627868825908467,1.1945933974710399,1.298565654420554,1.4780124109645327,1.4868574655985538,1.3746886662802142,1.3393588747099934,1.1661879800845838,1.251943269287617,1.058145908862409,1.397989955975963,1.2421542257929856,1.1338464241917285,1.2402911262009273,1.326444039865084,1.4182437778065693,1.2561917794557311,1.3525703909630475,1.3466819714526719,1.3241092674925783,1.2134354392134525,1.2857406254211898,1.1695055822015867,1.1689966866588086,1.1057478342126328,1.312330476818108,1.2406049515376576,1.0757836928194549,1.1249518444271178,0.6228726681358325,1.1825116382028211,1.222752140062844,1.2327303145232587,0.7084442301383543,1.0424818207246018,1.13877370499981,1.1287750276862838,1.1526013557095431,1.1304113476261328,0.6343513692783316,0.7937452004197698,1.070766717875569,1.089677584173334,0.9897619032454363,1.046966745724291,0.9953864620088206,0.9423229737198279,0.9980715746231006,1.1256945265181106,1.107020268952183,1.0741267925901319,1.0409942413892252,1.0302263733053323,0.995256112174483,0.9582837930219147,0.7263361861121796,0.6821262767070542,0.8376389781365624,0.8992462592260101,0.8750768348796115,1.0311102787002362,0.7937477962198802,0.6131446801696189,0.8175204598584933,0.7070862007876475,0.8519962467522293,0.8334263954288442,0.5599825447103788,0.5771494857763483,0.8396909665709381,0.8783600818058781,0.7457597882351955,0.6824007358224985,0.6778938873508654,0.5892858364549354,0.6570865579861088,0.5731920697580771,0.5969092100409027,0.6130683383057532,0.6092673074920218,0.6902050275137622,0.21231304126995315,0.58731384350204,0.5923293292892321,0.5025193573809017,0.3398515216935348,0.642232367426684,0.6824353224183887,0.15021471860878668,0.5864079019230498,0.2669679233503882,0.4860079386592776,0.5834371269101464,0.5676213617914343,0.505572481536456,0.2022239681598767,0.3632092585502044,0.0507231565845824,0.4019168301527646,0.4811561701084692,0.1638867292481304,0.5550162508362488,0.3819578045542104,0.35270046526201587,0.012778533796560633,0.4899610223640541,0.5210985539469011,0.19736890923919861,-0.8328102306893568,0.35160227083654977,0.4393800586189849,0.38512984656745547,0.519323772149873,0.2901779006805292,0.37832786276115127,0.3093257861842571,0.08235036010857465,0.29475884127427965,0.26626762813514804,0.32796109786464966,0.2563260927565427,0.3904434767534047,0.3726869165615511,0.22559117484104108,0.30547040878187925,0.3882338473462897,0.2884257616365508,0.2645313516973895,0.2089754142112511,0.2539771559457726,0.3115547963338703,0.2760161848104883,0.27358442623570883,0.26641402096572564,0.002053995828188226,0.29327217413885737,0.021897778715411945,0.22509510994375118,0.30715016033129733,-0.18026270602244285,-0.10562757596381635,0.19807302620876935,0.2503993983938183,0.09235782090915806,0.03841047863333586,0.23700890595151267,0.14871721876396424,0.09886305493308058,0.10538762882122209,0.01782379441977506,-0.07195012868051615,0.1358175410983994,0.21964730528058987,0.1997239716217695,-0.20310189964687406,-0.03079144706427294,-0.23894619134479378,0.08373658053605745,0.11592701604421839,0.08848736038219031,-0.14850386570212412,0.024059806363839323,0.012749412825114124,0.05294051394550327,0.08933661793298352,-0.01709410113398822,0.042239453674543834,-0.06161441487589757,0.05382317783934856,0.11748030316041494,0.06291816151746531,-0.1557271138371359,0.12425103754143046,-0.03359792686720107,-0.149453484077838,0.09156463801573168,-0.05350925948051012,0.0324200245816788,-0.0018256973502443709,-0.09891018003405093,-0.13662521461210914,-0.4938525107542826,-0.0284111518558659,-0.06839143385521841,0.017642764541021698,-0.12902949483843135,-0.008864685323455357,-0.031184138485083546,-0.1807712044407783,-0.061868794979807996,-0.1657162568587604,-0.043168902805008694,-0.14532887514275286,-0.13952429264997193,-0.11676568400120903,-0.16333176993940762,-0.07360575244548546,-0.19865113858199626,-0.13601300965558036,-0.10450354554914745,-0.18870526320059983,-0.2251939259968094,-0.20713084446874985,-0.2533497960148578,-0.2936170394625887,-0.3742043843661465,-0.23884054244006364,-0.1907217507509565,-0.5015669824059009,-0.6047736890135003,-0.33191994773128075,-0.2864730357325978,-0.3613934307871405,-0.22782687852277814,-0.3499008082842361,-0.2586546738598178,-0.3467703808219554,-0.29605185236322484,-0.33865677293606633,-0.4366465830408165,-0.35392495491762754,-0.3719762831771078,-0.29937164571592023,-0.3843440723324186,-0.3984680426761508,-0.29987964176069,-0.44041391818696973,-0.3971803460169597,-0.5526002127705432,-0.7851434414523004,-0.3670459193394916,-0.4916727002732653,-0.4687735083473743,-0.39705744149652195,-0.48952464825225456,-0.4811476733267407,-0.6053754536767826,-0.44964972034082823,-0.5354046021923996,-0.4631939926335012,-0.5247095282197021,-0.605475436864898,-0.6286365964301536,-0.5627485180664086,-0.5530262316253356,-0.5680248226108625,-0.649329066424407,-0.6957082753577435,-0.6182251181840734,-0.7056326756718088,-0.6300113813672485,-0.658497019671469,-0.9598686711710346,-0.632742526036223,-0.7333852303085989,-0.5994946394790486,-0.6612576728595211,-0.7166954985655464,-0.6985260510872667,-0.7190684877534615,-0.7329094376372449,-0.8446925752275269,-0.7007481266640029,-0.7502477942515087,-0.736833544695963,-0.8387445251491767,-0.9707632744631688,-0.7628753644823166,-1.2861563069451938,-0.7308774257924601,-0.8589529672848656,-1.237941771900848,-0.9815824322227337,-0.9668436667463959,-0.9467401540906251,-0.9297511065255321,-0.9227294889903811,-0.8696436608281998,-0.8806526030188897,-0.9126584625929747,-0.9370767294004753,-1.0828249960647585,-1.2307740955560165,-1.0065542305462798,-1.0860944903531433,-1.0296745085293915,-1.0703111798908442,-1.609835895436902,-1.0664258892450043,-1.0600143685663261,-1.0889645047585308,-1.1607265670455351,-1.090522764244045,-1.0935910876552146,-1.1901857434371275,-1.1871253735213354,-1.1587781821163814,-1.2436181520519005,-1.31277391469645,-1.423335734903474,-1.3643069143269364,-1.3982165583422859,-1.370311668407451,-1.5649929444654032,-1.4510077128226182,-1.511764612976513,-1.4673776208174012,-1.48709036733011,-1.4527537379963942,-1.5759607585698656,-1.7384208758925304,848
