,score
Sftpc,117.35008391762382
Clu,65.97722200728812
Sftpb,57.088064786198466
Krt19,48.78778428077337
Lyz2,46.49816370883316
Car2,43.59088502935564
Klf5,27.940311667074734
Cldn18,24.615679381333496
Krt20,23.075629402700944
Eif4a1,22.472955612977326
Rpl35a,21.34394610200071
Epcam,20.83307000961022
Rpl37,20.145477976437814
Itm2b,19.81863214912059
Ager,19.526308268442946
Onecut2,17.787757950071885
Aldoa,17.082587263859082
Hspa5,16.11745558980594
Vcp,15.808686621033406
H2-Aa,14.60322308546303
Cd24a,14.430559544334763
Hp,13.856036819563773
Cd81,13.792858295435485
Mcpt1,13.713108847807733
Spint2,13.551946495395972
Atp5b,13.43002843685936
Rpl13,13.306320757094094
Hnrnpk,13.110769446918754
Elf3,12.656729658273976
Cyba,12.449458558535238
Hmga1-rs1,12.408632856591423
Atp2b1,12.093665799315264
Pgk1,11.930004423758827
Slc34a2,11.764829358916266
Tkt,11.477089873150753
Platr10,11.30622591081289
Actr3,11.192923504780323
Foxq1,11.007673975344542
Maged1,10.721832173700534
Sfpq,10.618727485985698
Tm9sf3,10.615521341291117
Stmn2,10.510067189123678
Lsr,10.375063943416427
Cldn7,10.21641885255425
Eef1b2,10.141230431219636
Sox17,10.131372015385939
Krt18,10.118530740375476
Eef2,10.105159061810356
Lamp3,10.06802432415868
Marc2,10.062952537149865
Rpl41,9.660290228156004
Cldn4,9.64247797997383
Tff1,9.397698497762493
Rps18,9.198806288013621
Ctsa,9.182871533638002
Prdx5,9.1465196339426
Ugdh,9.088448977039512
Rpl5,9.064067317151707
Ifi27,9.010196594689402
Hnrnpa2b1,8.764974408554737
Akirin2,8.650954065856453
Crlf1,8.552884333040868
Pdia4,8.276180458831941
Serpini1,8.100260369811009
Egfl6,8.051093173905983
Prdx2,8.00282855742725
Cbr1,7.89387788955192
Rps11,7.5937168604748315
Plac8,7.555904347523953
Stard3nl,7.4150235483822335
Ly6d,7.238754521623811
Sumo1,7.024703997172375
Rps28,7.00286976466755
Spp1,6.97590330190013
Trpm5,6.676871681944976
Ppp1cb,6.638515183496089
Fkbp4,6.600702172638448
Cxcl5,6.546864545331162
Rpl35,6.528531408471118
Id3,6.474806205133263
Sox4,6.428633266628551
Ppp2r1a,6.411445416933601
H2afj,6.233472828964216
Sumo2,5.978078355655492
Hnrnpm,5.946895899590977
Ppp1cc,5.918201921573692
Ssrp1,5.915527468370236
Ehf,5.5249652024628615
Ier2,5.496710228014653
Smarca5,5.4898981409828025
Ctsd,5.445118364291842
Ctsh,5.412340652446981
Eif6,5.4030112361693545
Wls,5.395936079222599
Gsr,5.346777024605468
Nucb1,5.3272913898391785
Mecom,5.285613550557621
Ifitm2,5.270770148553669
Atp5e,5.243361717998655
S100a14,5.226519173541912
Pvrl2,5.21656822681686
Arl1,5.192072133568636
Capza2,5.187845957447267
Ctnna1,5.092040881522919
H3f3a,5.065843458194775
Prpf40a,5.045394513804605
Serpinb6b,4.964785122226224
Slc45a3,4.957830430698755
Acin1,4.8969409396640415
Trim28,4.853866678525433
Pebp1,4.847095856660019
Rtp4,4.829803924888747
Jund,4.7856010201293735
Ppib,4.78314489185571
Matn4,4.764587337833811
Rsl1d1,4.735788444753728
Vamp8,4.562041237702311
Carhsp1,4.509466981931492
Krt7,4.504330041655081
Dapl1,4.393280683236281
Psmb2,4.356194193408566
G3bp2,4.324240051399496
Calr,4.287597705903055
2010300C02Rik,4.216725871477876
Psmb7,4.177423647772352
Atp6ap1,4.170532021515849
Il33,4.159201978929787
AY036118,4.14380426737952
Cited2,3.957595644484548
Cox6a2,3.863377475538446
Ywhae,3.828581227023245
Ier5,3.77599954241424
Cct2,3.768300262534671
Pfdn2,3.6965646099663028
Eif3f,3.682423829218073
Iscu,3.673397577071037
Ewsr1,3.6448359857823514
Hras,3.627713993546419
Tspan3,3.5955621354937177
Btf3,3.57921925047631
Shroom1,3.5566086966767285
Bex4,3.5415155536103327
Sec13,3.48390068209995
Prelid1,3.4612657376431764
Anxa7,3.4422813485095447
Elavl1,3.4152385883564973
Cdk5rap1,3.37749805263182
Fubp1,3.366671366190468
Eif4e,3.34061270292679
Snrpe,3.331071349657798
Egr1,3.2934095064361597
Fosb,3.2842851668673663
S100a6,3.2771614550031445
Rab17,3.2265365648254827
Nefl,3.2243286632720976
Sbds,3.161766880537362
Sertad1,3.1578567270119584
Mafg,3.1358727796175456
Cited4,3.115180870295534
Pabpc1,3.1076011865610127
Myh7,3.0972807190880425
Snrnp70,3.0944368491855228
Rpl10-ps3,3.053936932065654
Tmbim1,3.0198524159828914
Cldn3,3.013422490535143
Tesc,3.0060458795382723
Gjc1,2.9765348455196765
Tubb5,2.937215406591284
Degs1,2.9223552187548134
Oasl1,2.8949005591113903
Rnf181,2.8322802946633217
Plppr4,2.8262528490256
Arpc1b,2.8119347940915027
Psmc4,2.780702090330282
Ric8b,2.7542666540614653
Ddx19b,2.732442107847058
Wbp5,2.7217470343258787
Ssr4,2.6757395567094324
Ap3b2,2.6180358751392845
Fdx1,2.615141197195444
Rpl9-ps6,2.5884634103783832
Bpifa1,2.569970333606842
Mgst1,2.5357241982235195
Areg,2.520855826359004
Brd7,2.4768036042958714
Prpf38b,2.464474986780747
Jtb,2.4584309661087795
Khdrbs3,2.44817282588205
Slc7a4,2.441222686904117
Actb,2.4157124575363733
Pgd,2.3778639814922284
Srsf6,2.367930580284542
R3hdml,2.358937964070669
Yipf4,2.335732190518825
Sdc4,2.331885768687384
Mycbp,2.32163287424407
Hnmt,2.3201391691218474
Tm7sf2,2.3137787396808687
Psmb5,2.271911578452727
Fuca1,2.249228590981429
Eif3b,2.2369052676872956
Cxcl10,2.225155690852048
Akr1a1,2.2114600716369144
Cebpb,2.196247854832009
Ube3a,2.1914080801431637
Gm9774,2.181483210049481
Sept7,2.173160483135186
Stx19,2.153786348526156
Tspan1,2.116975960098936
Eef1g,2.107003320912393
Gm10709,2.0955965366374207
Dsn1,2.0574915089079564
Traf5,2.041865544113275
Fdxr,2.014942268166632
Vdac2,2.014076201363106
Malat1,2.013929832467261
Gtf3a,1.9964803822122414
