epoch,train_loss
0,10.061189333597818
1,6.049812979168362
2,2.431049015786913
3,1.8555933237075806
4,1.6971022420459323
5,1.6127584377924602
6,1.5884533988104925
7,1.5801677306493123
8,1.5765331851111517
9,1.573167708184984
10,1.5721998347176447
11,1.5702371994654338
12,1.566483696301778
13,1.5606768793529935
14,1.5501462883419461
15,1.543361743291219
16,1.528492636150784
17,1.5035513904359605
18,1.4602675570382013
19,1.4122669564353094
20,1.377920561366611
21,1.3626662095387776
22,1.3562559949027166
23,1.3523078891966078
24,1.3490654759936862
25,1.342928621504042
26,1.3389708201090496
27,1.3373228311538696
28,1.332586129506429
29,1.3278092675738864
30,1.3205108775032892
31,1.3152739604314168
32,1.306247353553772
33,1.2959551413853962
34,1.2869243621826172
35,1.2676395575205486
36,1.25328705045912
37,1.2385852601793077
38,1.2279362943437364
39,1.213657922214932
40,1.200289289156596
41,1.1931342681248982
42,1.1827312442991469
43,1.1714309056599934
44,1.1576439009772406
45,1.1426843404769897
46,1.1242283582687378
47,1.113842487335205
48,1.095033884048462
49,1.0769633717007108
50,1.0556224584579468
51,1.037293103006151
52,1.0124015145831637
53,0.9909871949089898
54,0.9705174234178331
55,0.9481341176562839
56,0.9236583908398946
57,0.9049609634611342
58,0.8769911395178901
59,0.8544222381379869
60,0.834194646941291
61,0.8155200878779093
62,0.7913631465699937
63,0.7708203064070808
64,0.7561285230848525
65,0.7335475219620599
66,0.7106176084942288
67,0.6895716190338135
68,0.6708503431744046
69,0.6487678355640836
70,0.6294125119845072
71,0.611577570438385
72,0.5923780865139432
73,0.5746285716692606
74,0.5548698438538445
75,0.5385138789812723
76,0.5226063496536679
77,0.5063880781332651
78,0.4920092390643226
79,0.47734226451979744
80,0.46294427911440533
81,0.4489964445432027
82,0.4345510138405694
83,0.4222484297222561
84,0.4092275732093387
85,0.39686054984728497
86,0.3850780295001136
87,0.37348585658603245
88,0.36232708560095894
89,0.35037634438938564
90,0.3415970504283905
91,0.33175397912661236
92,0.32039911217159694
93,0.31055714024437797
94,0.3017171190844642
95,0.29557527436150444
96,0.28576864798863727
97,0.2760630382431878
98,0.268320898214976
99,0.26224381890561843
100,0.2530479348368115
101,0.2444732901122835
102,0.23841661711533865
103,0.23327315681510502
104,0.22612333628866407
105,0.2193997320201662
106,0.21406652530034384
107,0.20749015112717947
108,0.20400660071108076
109,0.19735789630148146
110,0.19156760639614528
111,0.18565106557475197
112,0.18128017584482828
113,0.17663079500198364
114,0.17276453309588963
115,0.16800772647062936
116,0.1632302420006858
117,0.16250364151265886
118,0.15742147796683842
119,0.15234332448906368
120,0.14823199146323734
121,0.14309474494722155
122,0.1399493565162023
123,0.13567798336346945
124,0.13280739221307966
125,0.13021968553463617
126,0.1252999578913053
127,0.12266915208763546
128,0.1210469835334354
129,0.11690792193015416
130,0.1148659818702274
131,0.11159651974836986
132,0.11086766504579121
133,0.10786382108926773
134,0.10365506592724058
135,0.09958130286799537
136,0.09744050353765488
137,0.0955318808555603
138,0.09417917248275545
139,0.09405747138791615
140,0.09074593997663921
141,0.0882001378469997
142,0.08511054267485936
143,0.0826059811645084
144,0.08100025686952803
145,0.07869613667329152
146,0.07711471865574519
147,0.07537155184480879
148,0.0732911949356397
149,0.07183146062824461
150,0.07040278944704267
151,0.06962748285796908
152,0.07329409072796504
153,0.0684606780608495
154,0.06539414243565665
155,0.06503489075435533
156,0.06259340875678593
157,0.06059213024046686
158,0.05910859422551261
159,0.058247477230098516
160,0.05708851292729378
161,0.05559249843160311
162,0.05463654134008619
163,0.05351656426986059
164,0.053520875672499336
165,0.051777351233694285
166,0.05035728837052981
167,0.049614335099856056
168,0.04930271953344345
169,0.04864233980576197
170,0.04667597926325268
171,0.046080401788155236
172,0.047140839199225106
173,0.04456485642327203
174,0.043800420645210475
175,0.0429444702135192
176,0.043405997256437935
177,0.043211749030484095
178,0.04151329646507899
179,0.03951418192850219
180,0.03980320981807179
181,0.03922387253906992
182,0.03846602141857147
183,0.037232312063376106
184,0.03666308936145571
185,0.03844307487209638
186,0.03606805495089955
187,0.03487631264660093
188,0.03440995286736223
189,0.033500720022453204
190,0.0333560508572393
191,0.032851504161953926
192,0.032867523945040174
193,0.039623180197344884
194,0.03306324283281962
195,0.03179049719538954
196,0.03101492611070474
197,0.030346864213546116
198,0.030110964965489175
199,0.029460481885406706
200,0.029417440502179995
201,0.028929523709747527
202,0.028635141336255603
203,0.028213952150609758
204,0.027435737144615915
205,0.02754049085908466
206,0.02647341601550579
207,0.026702418509456847
208,0.02593626682129171
209,0.025915433549218707
210,0.025431842646665044
211,0.02462539118197229
212,0.025781404227018356
213,0.02510563677383794
214,0.02559323650267389
215,0.02548989053401682
216,0.024129616510536935
217,0.023263300044669047
218,0.022759527588884037
219,0.02224437478515837
220,0.022028483657373324
221,0.023245763447549608
222,0.02292443811893463
223,0.022019005484051175
