,score
Rhox5,37.824082683486175
S100g,34.15160032211393
Apom,33.60908512165286
Rbp4,33.302129842111114
Mt1,33.24834295853782
Apoa1,33.105255504556325
Apoe,32.82789644329104
Lgals2,32.594044979426116
Ttr,32.17942198041007
Lgmn,31.60228891982648
Apoa2,31.287985687988137
Mt2,30.959094248260573
Trap1a,30.832709595155006
Dab2,30.64493790239881
Spink1,30.35143811173422
Amn,29.99347346517534
Emb,29.680750317608474
Cited1,29.627196665279367
Apob,28.910004870930482
Ctsl,28.875091344352494
Afp,28.820458375783332
Ctsh,28.555037193509484
Cotl1,27.844823428165114
Slc2a3,27.624578956475553
Apoa4,27.48576498770192
Folr1,27.186841588645088
Tdh,27.179619782537866
Spp2,26.494717611162578
Psph,26.284941401407494
Cubn,26.256099061796515
Gcsh,25.634954234089854
Rhox9,25.60431316206341
Cldn7,25.59029142346984
Ctsz,25.05697826605033
Aldob,24.936112021379707
Fgb,24.85778419474121
Cox5a,24.668082325243123
Slc16a1,24.351355799275687
Ddt,24.04366676048976
Slc2a2,24.03708490626265
Atp1b1,23.757985866274094
Phlda2,23.622566296541784
Trf,23.299808967789158
Gstm1,23.185302040826517
Car7,23.174619367681583
Cldn6,23.121688313095216
S100a1,23.05728725092037
Smlr1,22.74083128160196
Tfap2c,22.644720682179027
Rhox6,22.420495595455346
Car4,22.419763487905403
Marcksl1,22.307688172799423
Slc13a4,22.216230729643943
Pcbd1,22.118506833785005
Slc9a3r1,22.057202921029532
Dbi,21.749749720622418
Tmem37,21.711608462962726
Ybx1,21.63677344493878
Cd63,21.62150710569677
Npl,21.60861112401257
Gcat,21.5692075905616
Ctsc,21.538607104835474
Tomm5,21.51862891061985
4933402E13Rik,21.43715570745799
Ezr,21.249135868942634
Aprt,21.04965901259577
Podxl,20.9445748482508
Clic6,20.910314701320086
Txndc17,20.902052144435125
Ifi30,20.858952768368834
Stx3,20.854407958096047
Utf1,20.689058687078063
Nrk,20.636341343287583
Apoc1,20.555315268848794
Fmr1nb,20.537669881826893
Stmn1,20.517429900732438
Morc4,20.38467991678632
Rps2,20.383978476372505
Cstb,20.377999054623476
Sepp1,20.3010729473645
Ctsb,20.27315463789228
Gjb3,20.191469575193025
Gm9,19.979966395740853
Bex4,19.754517836969544
Pdzk1,19.64115787102941
Fabp5,19.54932885749398
Gldc,19.49274216150092
Cib1,19.052353377407726
Fxyd2,18.88794065817383
Dusp9,18.862020519165952
Uqcrq,18.82148588335664
Gpx3,18.691615042485537
H3f3a,18.643378140667725
Atp6v0b,18.584996653702376
Cyba,18.56923004869751
Gipc2,18.3581434774905
Ldoc1,18.321988465786674
Psat1,18.29235635762326
Morf4l2,18.261236906288616
Fthl17a,18.153400264985738
Sdc4,18.04835626583287
2610528J11Rik,17.905035637231272
Fabp1,17.587490603166234
Cndp2,17.58095036705336
Cltc,17.411451820316366
Phgdh,17.3175595032734
Tuba1a,17.177922873003535
Ifitm2,17.11012677037265
Atp6v1e1,16.745270497917705
2210011C24Rik,16.722262700099694
Fgg,16.68473207792485
Tpd52,16.528065382882737
Palm3,16.454194016124642
Chchd10,16.39011903296271
2810417H13Rik,16.374903524131195
Fkbp11,16.230643566418305
Glrx,16.045851191941466
Slc25a4,15.989000117613635
Erdr1,15.9074784713216
Bex2,15.888094516561718
Mttp,15.865356861417194
Stx7,15.708185612825558
Tmprss2,15.6235520397879
Aldh7a1,15.545567692704298
Vamp8,15.522924478181833
Lrpap1,15.30003862335404
Rab4a,15.261289338045565
Ass1,15.252432380123569
Vil1,15.178042011448113
Tmsb10,15.15065786030549
Hspb1,15.133048537911336
Pla2g12b,14.933841398520832
Tmem150a,14.91120619229447
Fabp2,14.90481162839872
Renbp,14.89668790810441
Stard10,14.831574275390864
Gnas,14.809413797985533
Atp5g3,14.704826100595941
Tbrg1,14.671939218969625
Atp6v1a,14.527998579258742
Aqp3,14.521530033827661
Peg10,14.509120029726915
Fem1b,14.447370393852726
2200002D01Rik,14.43505604818143
Rplp0,14.407858636908117
Fstl3,14.403541799343747
Bex1,14.330079690625944
Snx3,14.261147915458176
Rnase4,14.15108531287829
Mpc2,14.12572638285226
Cldn2,14.120124197940193
Reep6,14.030560189918111
Slc39a5,14.028853722738129
Mest,14.020432074469873
Ptma,13.958833296560435
Cystm1,13.926348058120722
Gnpda1,13.920976726556995
Glul,13.89127947093799
Neu1,13.830242024356847
Apoc3,13.78009550462332
Plet1,13.765845177235478
Sfn,13.479938360251213
Gjb5,13.420015896142434
Anp32a,13.39914321728624
Prss8,13.296632727350078
Mfsd1,13.26300976204002
Cnn3,13.155462602371024
Sfmbt2,13.149070451754566
Hbb-y,13.08512366487343
Atp1a1,13.008617341833165
Rps4x,13.005285045744698
Tspan13,12.946775027552855
Ftl1,12.825610211391025
Vimp,12.823430822021995
Hspe1,12.82272689580335
Galk1,12.809888495360678
Eif5a,12.750199432382455
Tomm20,12.735161345804263
Fga,12.698139096055915
Rdx,12.638481986592337
Hmgb1,12.607378184374769
Rps5,12.523224058604024
Atp6v1g1,12.456748515722172
Lgals3,12.420237564301804
Sox4,12.402067244168695
Rpl10,12.379501741843278
Psip1,12.373011771984336
Fth1,12.36213264285554
Degs1,12.344992742396522
Oat,12.340944124577996
Atp6v0e,12.318691108907169
Lrp2,12.315997650552875
Hba-x,12.252920228935793
Hba-a1,12.24249281528323
Rasgrp2,12.220677144989892
Rrbp1,12.209917421547429
Id2,12.165324976929394
Serpinb9b,12.160343166399361
Hbb-bh1,12.083379553190149
Amot,12.060578174477165
Hmgb3,12.056814877441328
Spint2,12.051125934082156
S100a6,12.039491697860543
