iter,recon_loss,trip_loss,total_loss
0,0.00071067048702389,2.574881076812744,2.575591802597046
1,0.28926438093185425,2.965205669403076,3.254470109939575
2,0.03787831962108612,2.452368974685669,2.4902472496032715
3,0.12743788957595825,1.9619871377944946,2.0894250869750977
4,0.1571020632982254,1.8261151313781738,1.9832172393798828
5,0.06995539367198944,2.471468687057495,2.541424036026001
6,0.01477548573166132,1.9122741222381592,1.9270496368408203
7,0.03969423100352287,1.5427100658416748,1.5824042558670044
8,0.08464536815881729,1.6630529165267944,1.7476983070373535
9,0.07796105742454529,1.8988007307052612,1.976761817932129
10,0.04163379967212677,1.8947802782058716,1.936414122581482
11,0.018083397299051285,2.0801353454589844,2.0982186794281006
12,0.018691403791308403,1.9401990175247192,1.958890438079834
13,0.035658009350299835,1.7222929000854492,1.7579509019851685
14,0.04692568629980087,1.3646210432052612,1.4115467071533203
15,0.039917659014463425,2.204761266708374,2.2446789741516113
16,0.03021089918911457,1.6449699401855469,1.6751807928085327
17,0.02128087729215622,2.1509060859680176,2.172186851501465
18,0.023043762892484665,2.022662878036499,2.0457067489624023
19,0.03196462243795395,1.7912344932556152,1.8231991529464722
20,0.042185910046100616,1.502369999885559,1.544555902481079
21,0.0365913100540638,1.8170716762542725,1.8536629676818848
22,0.0324089378118515,1.7467234134674072,1.77913236618042
23,0.031057527288794518,1.5625011920928955,1.593558669090271
24,0.029038213193416595,1.4728996753692627,1.5019378662109375
25,0.03361699357628822,1.950099229812622,1.9837162494659424
26,0.035508424043655396,1.4060347080230713,1.4415431022644043
27,0.03817695379257202,1.6157925128936768,1.6539695262908936
28,0.03554365411400795,1.2785300016403198,1.3140736818313599
29,0.03283214569091797,1.822225570678711,1.855057716369629
30,0.02736401930451393,2.0693070888519287,2.0966711044311523
31,0.032550930976867676,1.5679689645767212,1.6005198955535889
32,0.03129653260111809,1.6778335571289062,1.709130048751831
33,0.03851079195737839,1.4582312107086182,1.4967420101165771
34,0.0358169823884964,1.4007221460342407,1.4365391731262207
35,0.03293653577566147,1.3528121709823608,1.3857487440109253
36,0.03363954275846481,1.574052333831787,1.6076918840408325
37,0.029404878616333008,1.6229915618896484,1.6523964405059814
38,0.031179169192910194,1.2666107416152954,1.2977899312973022
39,0.028087006881833076,1.7108540534973145,1.7389410734176636
40,0.03273587301373482,1.4054203033447266,1.4381561279296875
41,0.030764931812882423,1.7404685020446777,1.7712334394454956
42,0.029792193323373795,1.6632404327392578,1.6930326223373413
43,0.03247535601258278,1.6197943687438965,1.652269721031189
44,0.03430091217160225,1.0322762727737427,1.0665771961212158
45,0.031044548377394676,1.6562193632125854,1.6872639656066895
46,0.03232968598604202,1.4402302503585815,1.472559928894043
47,0.030055871233344078,1.3023477792739868,1.3324036598205566
48,0.023869285359978676,1.4475255012512207,1.4713947772979736
49,0.031207989901304245,1.7370831966400146,1.7682912349700928
50,0.02882988192141056,1.196905255317688,1.2257351875305176
51,0.027908504009246826,1.1419954299926758,1.1699039936065674
52,0.030441870912909508,1.5030351877212524,1.5334770679473877
53,0.025300852954387665,1.3259729146957397,1.351273775100708
54,0.027553005144000053,1.4207879304885864,1.448340892791748
55,0.027018388733267784,1.0243064165115356,1.0513248443603516
56,0.026427561417222023,1.5091383457183838,1.5355658531188965
57,0.02790026180446148,1.3825852870941162,1.4104855060577393
58,0.027430692687630653,1.288351058959961,1.3157817125320435
59,0.030956687405705452,1.5696979761123657,1.6006547212600708
60,0.03105161152780056,1.2432249784469604,1.274276614189148
61,0.02771546132862568,1.624650478363037,1.6523659229278564
62,0.028493735939264297,1.3230578899383545,1.3515516519546509
63,0.028794603422284126,1.391011357307434,1.4198060035705566
64,0.025016579777002335,1.3460155725479126,1.3710321187973022
65,0.02843340113759041,1.593817114830017,1.6222505569458008
66,0.026598049327731133,1.558980941772461,1.5855790376663208
67,0.028427839279174805,1.191921591758728,1.2203494310379028
68,0.029718494042754173,1.2867558002471924,1.3164743185043335
69,0.029392864555120468,0.9537602066993713,0.9831530451774597
70,0.026225443929433823,1.2735790014266968,1.299804449081421
71,0.02955547720193863,1.2484668493270874,1.278022289276123
72,0.024340853095054626,1.4435322284698486,1.4678730964660645
73,0.023894278332591057,1.5452399253845215,1.56913423538208
74,0.026309099048376083,1.3028286695480347,1.3291378021240234
75,0.030871663242578506,0.9043825268745422,0.9352542161941528
76,0.026403846219182014,1.076169729232788,1.1025736331939697
77,0.026692314073443413,1.2248343229293823,1.2515265941619873
78,0.02743593230843544,1.3197814226150513,1.347217321395874
79,0.028572343289852142,1.203676462173462,1.2322487831115723
80,0.025176312774419785,1.8350988626480103,1.860275149345398
81,0.027259740978479385,1.327225923538208,1.3544856309890747
82,0.025956537574529648,0.9252937436103821,0.9512502551078796
83,0.026140868663787842,1.3471897840499878,1.3733305931091309
84,0.02303156815469265,1.5293501615524292,1.5523817539215088
85,0.026550812646746635,1.2855634689331055,1.3121142387390137
86,0.02671073190867901,1.257081151008606,1.2837918996810913
87,0.024916285648941994,1.1308603286743164,1.1557766199111938
88,0.02386561594903469,1.2292875051498413,1.2531530857086182
89,0.025154512375593185,1.2309415340423584,1.2560960054397583
90,0.025607218965888023,1.0588059425354004,1.0844131708145142
91,0.024987127631902695,1.133017659187317,1.1580047607421875
92,0.02487943321466446,1.2722954750061035,1.2971749305725098
93,0.02247465029358864,1.1672073602676392,1.1896820068359375
94,0.02387048490345478,1.2356353998184204,1.2595058679580688
95,0.027326781302690506,1.0278494358062744,1.0551762580871582
96,0.02712232992053032,1.7089136838912964,1.7360360622406006
