,score
Rhox5,132.99492470324262
Rbp4,128.67523026835067
Spink1,128.5273074317904
Apom,128.43990736164
Trap1a,127.27085356790896
Ttr,127.24280922483509
Ctsh,126.62808635743177
Apob,124.94008332425621
S100g,124.45576393737768
Amn,122.88210831637228
Apoa1,122.85929514608644
Lgals2,119.85825643764205
Cubn,119.70407695262814
Folr1,117.31960621571638
Lgmn,115.98047981563315
Afp,115.0798671363499
Apoe,114.69108453686107
Fmr1nb,114.12949887362052
Apoa2,114.00887391774546
Apoa4,113.14942937292763
Dab2,112.48911258964617
Cotl1,112.05817437732732
Slc2a3,111.36768946197628
Mt1,110.55061949803844
Tdh,110.37062974100604
Ctsb,110.218120410738
Cldn7,110.06486857455344
Emb,109.91509207080693
Clic6,109.15147740633748
Ctsl,109.10953058905991
Sepp1,108.66995141334087
Apoc1,107.92596785632487
Mt2,107.59033132133007
Cldn6,107.35406259490323
Car4,104.02669402115593
Slc16a1,103.42027574859259
Car7,103.41884533107904
Cd63,102.230424325381
Spp2,101.42908415674303
Gldc,101.12607891715132
Cyba,100.11549842073136
S100a1,98.85395349698327
Atp1b1,98.46437947452385
Nrk,98.19711408695844
Ctsz,97.34168211845001
Pcbd1,96.47947080870347
Pdzk1,96.47712325827493
Tmem37,96.34793457650963
Slc13a4,96.23400942099458
Aldob,95.94352249612751
Morc4,95.6485080600057
Fgb,94.77237853201167
Ybx1,94.68018218649125
Npl,94.27016675903383
Ezr,92.83111370800465
Mttp,91.86448193902518
Ifi30,91.79200552470505
Vamp8,91.57291927157375
Slc2a2,91.52100246109418
Cited1,91.50517091960617
Rpl8,91.27790105276722
Fabp5,91.15016102193026
Ctsc,90.33236885434717
Gm42418,89.7344122541639
Atp6v0b,89.7074032868273
Psph,88.24740670793344
Rps2,88.22581128379845
Fxyd2,88.11347962152193
Smlr1,87.52145005906122
Podxl,87.01692738078789
Slc39a5,85.93104580873619
Rplp0,85.78457230523588
Anp32a,85.5948517465309
Stx7,85.45164243098051
Gstm1,85.374326110595
Ptma,85.19154205971746
Prss8,85.119767841963
Npm1,84.73259553949244
Aqp3,84.1337451788068
2210011C24Rik,84.09980154203151
Pla2g12b,83.96325677645198
H3f3a,83.95941391534946
4933402E13Rik,83.7155743273542
Myo6,83.23323672646711
Trf,83.03285040952282
Ppia,82.93425505702665
Mfsd1,82.84650048505206
Palm3,81.73950785321631
Hnrnpa1,81.33800302721679
Creb3l3,81.26793463210315
2610528J11Rik,80.63864310501485
Bst2,80.57376853389422
Gipc2,80.54303744493025
Cltc,80.51458671360642
Ifitm2,80.42120858311515
Lrpap1,80.24541324898092
Tmprss2,79.5653958029027
Slc7a7,79.34152039379406
Tmsb10,78.32122078164936
Gcat,77.92725629335791
Hmgb1,77.84943530469755
Stx3,77.70388927881483
Fth1,77.01460665762897
Fgg,75.80928572619987
Rpl14,75.45357998115412
Ftl1,75.01028673845622
Tmem150a,74.9548801664807
Cib1,74.81159231171807
Gng12,74.5183008640638
Eif5a,73.97186007367358
Dpp4,72.8499760201254
Chchd10,72.6032035705774
Peg10,72.37364595631041
Gcsh,72.33435863172454
Rnase4,72.31951204422653
H2afz,72.12528296334234
Serbp1,72.11512277354605
Reep6,71.85910611604095
Cstb,71.59221367619654
Marcksl1,70.99722241831599
H19,70.66294664002164
Dbi,70.53875316524635
Stard10,70.31686645116828
Slc9a3r1,70.0150043193554
Soat2,69.83372144734965
Ddt,69.4365676262295
Morf4l2,69.17931819819744
Sgk3,68.7014594169256
Rps5,68.68906405432385
Rpl10a,68.59633699291335
Gapdh,68.56639083540165
Hsp90ab1,68.32296998429068
Rpl12,68.08057602122935
Tubb5,68.00416117206345
Rpl13,67.88671265066341
Cndp2,67.83363925303185
Eno1,67.44309256075817
Itm2b,67.30792630249898
2810417H13Rik,67.2187256451165
Gpx3,67.19034868791141
Rbm47,67.08503422457086
Spint2,66.96934495207628
Sdc4,66.6747593966052
Rab4a,66.6696124383484
Rps3,66.66206891535597
Ranbp1,66.32275150093481
Rpl10,65.55241040506984
Renbp,65.25141790864541
Apoc3,65.24460144551416
Rps4x,65.14357694026529
Xlr3a,65.07438194535791
Hnf4a,64.36382642198164
Atp1a1,64.22165218532058
Rps18,64.11918629369049
Cystm1,64.11810713432803
Rpl31,64.04566280374728
Sumo2,63.7723466647713
Atp6v1e1,63.53219095138337
Pkm,63.531780431851956
Nostrin,63.37438586018646
Txndc17,63.330123403700206
Amot,63.13818741664831
Vil1,62.90494440018308
Ran,62.815233783773856
Glrx,62.77203819711919
Rpl26,62.51689735663588
Dusp9,62.20985466700199
Tcn2,62.061480658526726
Fabp1,61.94956364998776
Neu1,61.71351909061535
Commd4,61.65863062847069
Mgst3,61.617512889978414
Lamp1,61.42036912469618
L1td1,61.13939841725067
Cdh1,60.54291338388849
Epcam,60.5186397984156
Gm8730,60.40961752097772
Rrbp1,60.37110315487317
Slc39a8,60.1865974026481
Dgat2,59.71163945654688
Aprt,59.660386790791314
Sec14l2,59.274409115536415
Snx3,59.22428628361888
Tuba1a,59.105407199664704
Rpl7a,59.09938317268336
Gga2,59.01580146781148
Psip1,58.867488856199465
Set,58.66445794969677
Bex4,58.591870336455905
Rps6,58.33277848961025
Nxf7,58.304830918406275
Slc43a2,58.192014233903194
Klc4,58.09042942688923
Fabp2,58.02206822881844
Cldn2,57.919793393039456
Phgdh,57.902231036432475
Maf,57.759362830926655
Tfcp2l1,57.5258965400596
Sigirr,57.17729870915401
Rpl32,57.1595702199304
Snx2,56.64194450534602
Rps8,56.61702521361135
Rpl29,56.532194616838396
Lrp2,56.400699121271415
Rpl18,56.38049353709878
Fem1b,56.28765207804873
mt-Co1,56.146431078794265
Gnpda1,55.990368724032315
Rps23,55.80188227013774
Rps11,55.75694359961381
2200002D01Rik,55.6312654514448
Jade1,55.551687934385384
Ang,55.44319698649486
Rnf128,55.42756996058469
Tpcn1,55.39681407294373
Tspan13,55.04060866225074
Atp6v1g1,54.97635367073662
Rpl4,54.80545107992404
Rpl18a,54.54746981031094
Degs1,54.39908158416854
Rpl11,54.346699811022766
Vkorc1,54.320715891725605
Tnfrsf12a,54.27289696346203
Pqlc2,54.14671490459829
Agpat3,53.93956986069017
Hexa,53.86447350093211
Elovl1,53.75018373546225
2810459M11Rik,53.67172462013684
Pxdc1,53.39334406559403
Snrpb,53.32802649373854
Cox5a,53.20337682327448
Atp6v1a,52.89430859493887
Rps20,52.88897578905308
Rpl6,52.8024918684638
Hmgb3,52.79778950228645
Aldoa,52.75727962044623
Abcg2,52.58047742610996
Mfsd12,52.52539491559795
Marc2,52.49496840100993
Ldha,52.44229633393704
Rpl19,52.428482060580635
Rpl17,52.34902965730403
Gns,52.2020000786314
Rnf181,52.10205669922924
Anp32b,51.95239077398016
Uqcrq,51.80127984416937
Cd82,51.746794048299186
Rps19,51.59003960491333
Scpep1,51.36975437537437
mt-Co3,51.33333071980605
Pdlim1,51.32443862946987
Gpx4,51.189111117237836
Pgam1,51.18555723758403
Slc23a1,51.14540473343375
Prmt1,51.130888576909214
Ass1,50.870475818014896
Oat,50.796949430739524
Rps7,50.76450861341895
Phyh,50.757195745334926
Acaa1a,50.584051455221385
Cfl1,50.5741346545385
Lcp1,50.45129279288927
Rpl7,50.40520661818036
Slc7a9,50.39044636003805
Lxn,50.38585301975815
Glud1,50.192055569279226
Kdelr3,50.127327080881074
Uap1l1,50.058969522238314
Serpinf2,50.00592601352217
Mpc2,49.94795998459396
Crb3,49.90387409098629
Slc7a8,49.76776271563996
Atp6v0e,49.71747336205732
Aldh7a1,49.61574213267555
Avpi1,49.422802682134915
Ctsa,49.361691094785776
Rpsa,49.353046694083034
Anp32e,49.346074876112375
Hebp1,49.33187195011845
Rpl28,49.10203829140128
Snrpn,48.97289617536329
Rpl9,48.92045941867844
Hmgn1,48.12262719202051
Epb41l3,47.826381484907586
Vps26a,47.78393320362302
Gramd1b,47.75940609727415
Sord,47.734522376025275
Espn,47.71223298594111
Polg,47.463061029590136
Meg3,47.3834501059117
Rpl21,47.33161800681099
Akr1b3,47.298649091135
Atox1,47.24018201579156
Rpl13a,47.133235283615484
Rps26,46.88469155017722
Rpl3,46.881672227656836
Timd2,46.87043261248775
Hdgf,46.67440821877773
Rpl36a,46.59590360145348
Sccpdh,46.5642128356715
Rplp2,46.49817841746284
Slc35f6,46.425061872010026
Krt18,46.39686095191142
Cox4i1,46.38599753573874
Rps15a,46.282913333622496
Adora2b,45.97943405308552
Erh,45.896593661427076
Clcn5,45.763124302433525
Gpc3,45.65831535579674
Gnas,45.65502290874967
Tomm5,45.541242647450524
Vimp,45.00080249319113
Cox14,44.99665473856011
Ddx39b,44.97756434770975
Fam162a,44.943608222615936
Cgref1,44.87123495486112
Igsf23,44.50742226633455
Tbrg1,44.17779120747381
Muc13,44.093822356613565
Col4a1,44.09224322411241
Atp6v1b2,43.95145796990654
Rab20,43.8780450450988
Hist1h2bc,43.81447471706144
