,score
418,22.826979069828443
198,20.307917882891733
272,19.509423326566477
24,19.384028946078462
328,19.268927840062943
16,19.2036357028943
211,19.181987506498512
364,19.169515445165246
281,19.110255994790045
486,19.001167201176454
176,18.60989450124562
110,18.575293954870844
344,18.365247064320226
243,18.31744729752677
425,17.8999976244357
292,17.840299259377467
403,17.677469353233956
385,17.665689863125607
299,17.657650508670386
381,17.5989032809454
136,17.514824203600245
331,17.461893590171666
80,17.19127588207452
242,17.179892474542324
377,17.044762726821443
465,17.044233432363214
7,16.905064235218806
386,16.75184268320741
112,16.64123345255493
478,16.62305807758021
432,16.622365260708712
8,16.5727385621446
148,16.522420259592668
197,16.469541610412268
284,16.258338412668095
327,16.223676203811042
218,16.132900001685883
373,16.06965275784933
212,15.861323800117026
221,15.798172019310998
457,15.44341265080704
229,15.356928395134293
393,15.304251088460948
141,15.218679493931623
396,15.135790981912656
220,14.991217180898195
91,14.830851940128701
4,14.82250266632225
131,14.762709859458369
226,14.7471808459067
119,14.594022501685462
231,14.420422587762301
35,14.218198381653508
49,14.182091324294708
240,14.138518199098662
324,14.108892515072544
228,14.077497678614094
70,13.894411709053127
23,13.80901214910562
2,13.806178760931635
57,13.755303400812775
134,13.618466605187782
175,13.495023305280931
256,13.493297627381736
118,13.479637331577264
51,13.448164128840865
201,13.282036053350888
490,12.923373550915503
378,12.833267729581333
485,12.778767727423773
491,12.60863724217671
414,12.587578043520319
238,12.451904718245753
68,12.434938598411279
156,12.366589033404626
464,12.294992961574298
225,12.232503382746057
244,12.08497226280937
152,12.079849856790977
248,12.032429245465497
463,12.016377441894447
360,12.011877695783827
64,11.96988642459863
60,11.969504136699742
450,11.952452999064263
43,11.864813505189693
259,11.855133954425767
296,11.831822226467784
147,11.788883158273599
159,11.742991189071303
204,11.734126599529958
428,11.71912316353891
335,11.700990626913356
391,11.467010087251342
288,11.438255710599543
426,11.38821562994762
179,11.364832364160291
157,11.198159034940565
399,11.195149973708073
358,11.079699057314711
252,11.065954253419292
135,11.065047979183046
496,11.048496976925874
409,11.034440581962501
132,10.889507183404566
312,10.73310016001647
325,10.710083710720014
300,10.66292944928874
123,10.631611060602507
12,10.617090278946614
420,10.588015474457453
79,10.55543948108017
315,10.552046863759738
161,10.515825205114472
339,10.376475478186942
392,10.366862413194106
453,10.360929596239178
77,10.350983062776944
236,10.314633746227473
58,10.309934845879328
184,10.303099926143409
497,10.218638341931946
61,10.174267273765448
97,10.170019056313754
14,10.156249846296998
27,10.127459287063152
233,10.113839178354853
193,10.07255583778396
59,9.997542657702407
200,9.924449274869112
410,9.78163268788717
182,9.772519426279167
263,9.770747286767486
158,9.668659484914732
254,9.650492363126123
191,9.580596193317405
165,9.577016298535632
82,9.556917693117175
143,9.454349013257554
411,9.413217755129537
372,9.405108081733067
400,9.368731157760603
249,9.346037818230029
314,9.326837536476527
448,9.256449992609314
362,9.207957690533535
