,weight
N0000,0.5
N0001,2.2448452
N0002,2.2448452
N0003,3.1980333
N0004,1.4852782
N0005,0.24038902
N0006,0.85852456
N0007,0.13648888
N0008,0.13389845
N0009,3.2276754
N0010,4.4972663
N0011,0.03188572
N0012,0.532614
N0013,0.032929637
N0014,0.6101612
N0015,0.07173857
N0016,0.13260841
N0017,0.23311959
N0018,0.06440283
N0019,0.40059242
N0020,0.30189136
N0021,0.23448958
N0022,0.28889218
N0023,0.7423269
N0024,0.04860534
N0025,0.032253943
N0026,0.21057788
N0027,0.1494526
N0028,0.047060058
N0029,0.16789548
N0030,0.06301378
N0031,0.7050109
N0032,0.27872035
N0033,0.3288172
N0034,0.27147973
N0035,0.24807318
N0036,0.17208418
N0037,0.11164944
N0038,0.07122469
N0039,0.086668804
N0040,0.0671361
N0041,0.6908693
N0042,0.05361538
N0043,0.097138144
N0044,1.4625784
N0045,0.24951206
N0046,0.07375475
N0047,6.8973203
N0048,0.31023258
N0049,0.085608564
N0050,0.34282303
N0051,1.2183659
N0052,0.0781405
N0053,0.44939175
N0054,0.04464737
N0055,0.076625474
N0056,0.2509763
N0057,0.38082713
N0058,0.13728257
N0059,0.29462698
N0060,0.07427137
N0061,0.27236888
N0062,0.118203916
N0063,0.20016025
N0064,7.208127
N0065,0.14672692
N0066,0.16700365
N0067,0.06779758
N0068,0.896482
N0069,0.05732584
N0070,1.995444
N0071,0.14888573
N0072,0.20854442
N0073,0.29273987
N0074,0.10279229
N0075,0.25690052
N0076,0.14282826
N0077,0.08215395
N0078,0.10455237
N0079,0.082705095
N0080,0.50882095
N0081,0.09438501
N0082,0.08082447
N0083,0.12980671
N0084,0.09860955
N0085,0.08028812
N0086,0.13293323
N0087,0.31597424
N0088,0.09313718
N0089,0.09002597
N0090,0.27872443
N0091,0.120420784
N0092,0.4615808
N0093,0.085167326
N0094,0.16055961
N0095,0.1842219
N0096,0.13516848
N0097,0.13610749
N0098,0.34564915
N0099,0.101337336
N0100,0.14813301
N0101,0.9210302
N0102,0.060034286
N0103,5.610975
N0104,0.1642256
N0105,0.09791993
N0106,0.054729365
N0107,0.30280605
N0108,0.030648952
N0109,0.6997892
N0110,0.036239132
N0111,0.32541534
