,score
Rhox5,39.30769497205938
Spink1,34.40118075602211
S100g,34.15022400994187
Apoa2,34.13982970640217
Lgals2,33.97581033120168
Dab2,33.912521156273584
Apoa1,33.83649295278726
Apom,33.73727973146796
Rbp4,33.43594260516143
Mt1,33.378892442430434
Trap1a,32.7470198168279
Amn,32.63638517720393
Emb,32.54040671965843
Ctsh,32.51103340870813
Ttr,32.286698109985764
Apoe,31.960761580872806
Lgmn,31.91672357227637
Apoa4,31.46328950439452
Psph,31.379876092347555
Morf4l2,30.834956125865336
Ctsl,30.56179501747962
Mt2,30.445655764705073
Apob,29.62274128399985
Tdh,29.030192417075387
Gcsh,28.93832980763565
Ddt,28.862396610466167
Slc2a3,28.773086698562388
Cotl1,28.672446189103976
Afp,28.556168891775684
Cited1,28.507359874424196
S100a1,28.436207185762097
Gstm1,28.143953577152885
Folr1,28.038305130507375
Dbi,27.849407112166077
Fgb,27.584857466835988
Cubn,27.391601304170017
Car7,27.08736803937649
Spp2,26.869632863133596
Slc16a1,26.682674661965756
Clic6,26.55955880962307
Slc2a2,26.184095640054235
Smlr1,26.156949455397523
Tmem37,25.845877712470518
Ifi30,25.838734662831932
Rhox9,25.465754611514686
Nrk,25.086940627624035
Aprt,25.028061319541376
Npl,24.9978642713953
Rhox6,24.603781604989745
Ezr,24.495634437824986
Ldoc1,24.458650788806477
Slc9a3r1,24.335162811352717
Sepp1,24.12396165618575
Aldob,24.108102878874746
Cldn7,24.049767555367282
Uqcrq,23.88095697564321
Stx3,23.359783488286403
Pcbd1,23.102284597727547
Phlda2,22.569307497241056
Dusp9,22.316093969890353
4933402E13Rik,22.292013460956014
Txndc17,22.126173970673175
Cd63,22.099523329219448
Cndp2,22.043010819158486
Cldn6,21.952814672746
Car4,21.799979606099427
Slc13a4,21.76976821495852
2610528J11Rik,21.718073214592945
Apoc1,21.70233333487476
Trf,21.615747674617246
Fxyd2,21.587853558336388
Tfap2c,21.517520289432014
Atp1b1,21.387063516736372
Utf1,21.32244771734332
Morc4,21.269593126910127
Glul,21.260011953293024
Gcat,21.231199715512446
Pdzk1,21.224210496552615
Ctsb,21.195721310881556
Fmr1nb,21.044020202927918
Psat1,21.042663223821915
Ctsz,20.805330146653674
Ybx1,20.712513140418505
Bex2,20.403035763647818
Gldc,20.036823834516316
Gjb3,19.92926580879949
Cox5a,19.84447852762851
Pla2g12b,19.496806694523855
2210011C24Rik,19.205397610285765
Cltc,19.111812705281285
Sdc4,19.078370373619016
Ctsc,19.0701468056965
Fabp1,19.011218900920863
Vimp,18.967039415538554
Cstb,18.94995905985325
Podxl,18.913263261853317
Mttp,18.726518202498895
Tuba1c,18.714251934424336
Plet1,18.65781899220484
Gm9,18.642441556192956
Bex4,18.554387969381924
Fgg,18.53650864887693
Erdr1,18.41346956923743
Uqcrh,18.295722996079927
Gipc2,18.29264075498175
Gnas,18.184031823909724
Glrx,18.173221057989178
Tomm5,18.149558037775158
Atp6v0b,17.969016200713956
Tpd52,17.89144454546436
Palm3,17.889706539318343
Id2,17.829121820593652
Slc25a4,17.8282098572256
Slc39a5,17.758700920709614
Sfn,17.70725405461342
H3f3a,17.688287970667613
Tomm20,17.518093804289023
Gpx3,17.510439240415543
Atp6v1e1,17.374712556768888
Ftl1,17.293670167723132
Rps2,17.20805403978587
Hba-a1,17.085727467059474
Hbb-y,17.054716639451627
2200002D01Rik,16.985833747597308
Gjb5,16.828444935355517
Aqp3,16.802040244199855
Gnpda1,16.74888819721885
Fkbp11,16.74704541608298
Peg10,16.71640879900841
Cib1,16.673513528493928
Fabp2,16.508857947969318
Phgdh,16.5086325596386
Ass1,16.38592157593544
Mfsd1,16.34172559151297
Reep6,16.324593504776185
Hspb1,16.200373909310045
Stard10,16.116014938320184
