,score
Rhox5,134.85124062171516
Apom,133.64409042656825
Rbp4,132.86346344901844
Ttr,130.70444083912056
Spink1,129.23548436604474
Trap1a,128.27395022518502
Ctsh,128.06954411106486
Apob,127.71783216304385
Amn,126.72622716904105
S100g,125.86993921521477
Apoa1,124.86157988712255
Cubn,120.8312338288728
Apoe,120.01799333061767
Apoa2,119.61382575218727
Lgals2,119.3929260085107
Apoa4,119.25947281152395
Folr1,116.70874090452091
Afp,116.32493844080872
Slc2a3,116.32117688355659
Fmr1nb,116.23798587279788
Lgmn,116.1363948144039
Cldn7,114.5111595525042
Dab2,113.0906076017566
Mt2,111.99585897402207
Mt1,111.99152138534343
Ctsb,111.85576884526391
Emb,110.89112463532479
Cotl1,110.48229994321562
Sepp1,109.97782687902816
Clic6,109.94117835187191
Ctsl,108.1260949724638
Slc16a1,108.01229540773724
Tdh,106.6008255490701
Car4,106.1563985425952
Apoc1,105.80097125788156
Cldn6,105.43092253787749
Cd63,104.28494197970988
Spp2,103.41755956179829
Car7,103.10707869679628
S100a1,102.29363783177412
Ctsz,102.18908750872977
Atp1b1,102.08744186778947
Cyba,101.52305891599342
Tmem37,101.40996044897491
Nrk,99.86354880467036
Gldc,99.19051501503972
Ifi30,98.43743350995162
Fgb,97.35997975270101
Ybx1,97.10006266943918
Pdzk1,96.99088230374362
Aldob,96.95289286891322
Morc4,96.70895656602242
Mttp,95.54575742131732
Atp6v0b,95.2719977135246
Slc13a4,95.19122891675931
Slc2a2,94.90305705212673
Vamp8,94.72429498240864
Pcbd1,94.64859317489586
Ctsc,94.64810248661838
Rpl8,94.41969402696189
Npl,93.99091948836008
Ezr,92.91483042335288
Cited1,92.47863624415525
Fabp5,92.21831672632703
Gm42418,91.77137055343695
Gstm1,91.14011455095819
2210011C24Rik,91.05106789858792
Npm1,90.2853679877609
Trf,90.20887274436453
Slc39a5,89.02447030144765
Psph,88.42166865725142
Smlr1,87.47995417611237
Rps2,86.9880272078711
Fxyd2,86.5457279605347
Ptma,86.26724402582958
Hnrnpa1,86.10807525052492
Aqp3,85.82066722810598
Mfsd1,85.63019172387365
4933402E13Rik,85.61496172069856
Ftl1,84.83101173361581
Stx7,84.38965232885887
Podxl,84.23579955225541
Cltc,84.15600186978646
Pla2g12b,83.65656722410668
Myo6,83.52220833361524
Lrpap1,82.60533701480072
Rplp0,82.53603927938998
Ifitm2,82.21544203339796
Palm3,82.20237003767869
2610528J11Rik,81.81872403067479
H3f3a,81.65656402122427
Anp32a,81.28007797574658
Creb3l3,80.43606197974074
Hmgb1,79.10405232507408
Chchd10,78.51224263483287
Prss8,78.17270669977124
Gipc2,78.05995695479119
Slc9a3r1,77.94030246287163
Fth1,77.74504112802474
Stx3,77.36189776683455
Tmem150a,77.17133663732051
Cib1,76.9568534522004
Fgg,76.7245239385093
Bst2,76.51856328773542
Ddt,76.51481586883159
Dbi,76.2618896031071
Reep6,76.18475381225659
Tmsb10,76.0931571748918
Peg10,76.00106653918112
Eif5a,75.9883453052796
Gpx3,75.93639888282938
Rnase4,75.64368937233495
Slc7a7,74.85275156947063
Gcat,74.8130446041313
Hsp90ab1,74.72695409658077
H19,74.68488201234514
H2afz,74.45716257618933
Gng12,73.64521603395274
Ppia,73.31232366052674
Serbp1,73.05216732068816
Rpl14,71.81557395881067
Marcksl1,71.62872637025487
Stard10,71.54058622511447
Soat2,71.52705928356306
Cndp2,71.4510883180874
Gcsh,70.52828603283453
Txndc17,70.52009219643001
Apoc3,70.44486520637079
Dpp4,70.27329750459988
Ranbp1,70.09335168439648
Morf4l2,69.81283752674508
Itm2b,69.74822116299686
Ran,69.211871597629
Cstb,69.05122011516193
Vil1,68.22704688050541
Atp1a1,68.1805880111046
Rpl13,67.8950753181371
Xlr3a,67.88714682717283
Pkm,67.68805093979775
Tcn2,67.6853265824927
Rpl12,67.68473727111014
Spint2,67.68351999130539
Rps6,67.24451373857258
Cystm1,67.13487516414219
Gapdh,66.97435369434226
Eno1,66.79869860374431
Gga2,66.33300461801096
Rpl10a,66.22644467851214
Rps8,65.99633646494385
Rps3,65.47289461583122
Rab4a,65.33390734939331
Rps5,65.25796138814229
Slc39a8,65.17581780087635
Neu1,64.84889307598637
Dgat2,64.71130936660924
Tmprss2,64.38688384958034
Bex4,64.33442958481051
2810417H13Rik,64.01076613674577
Sdc4,63.9224499354744
Mgst3,63.88325257606813
Rps4x,63.26506286011233
Amot,63.12770837564797
Aprt,63.095135777526494
Hnf4a,63.028171096785606
Rps18,63.00874334580015
Rpl10,62.9244828341946
Fabp2,62.89574612335372
Sgk3,62.79058851120823
Lamp1,62.47278050016233
Renbp,62.30991309225545
Rbm47,62.144673130683685
Commd4,61.93915565481841
Rrbp1,61.809481083922506
Nostrin,61.77492236001316
Dusp9,61.76837458537784
Pqlc2,61.765359047781324
Set,61.7589719584577
Rpl26,61.429299477288346
Cldn2,61.316554339786926
Atp6v1e1,61.22553704382283
Glrx,61.16342214608502
Tubb5,61.09883139856283
Fabp1,60.965253617589916
Nxf7,60.740367149831634
Snx3,60.72988590913266
Atp6v1g1,60.49920059275615
Maf,60.17883990249619
Tnfrsf12a,60.05151110174202
Sec14l2,59.97261952702658
Cdh1,59.726695502137865
Uap1l1,59.670273560519036
Fem1b,59.611037972475216
Rnf181,59.57560313154172
Sigirr,59.567164727887445
Gm8730,59.51643788187694
Sumo2,59.32375451998052
Gnpda1,59.175225699471746
Phgdh,58.3628878474623
Psip1,58.26553869677045
Rpl4,57.95446067809931
L1td1,57.83889406354257
Pxdc1,57.655981939491845
Snrpb,57.62224502144778
Slc7a8,57.47996754346546
Rpsa,57.14511166086535
Snx2,57.134753148876044
Abcg2,57.08443562600125
Epcam,57.051287961780055
Rpl18,56.800097497347835
Atp6v0e,56.781064303046115
Rpl17,56.745889811861645
Rpl29,56.73400693236361
Atox1,56.586166237590625
Hmgb3,56.51956482262095
Elovl1,56.35757578238185
Prmt1,56.29340165106394
Rpl32,56.178906348723196
Rps11,56.14840635144203
Rpl31,55.906310436661045
Mpc2,55.860020631601216
Gns,55.52097761024588
Rpl18a,55.47874941552132
Hexa,55.469101504960044
Gpx4,55.36242327408488
Lcp1,55.26550403705845
Rpl21,55.25692317073514
Slc43a2,54.83860850248331
S100a16,54.72961964027428
Ang,54.59093199364421
Tspan13,54.44140084854125
Phyh,54.43283958314006
Degs1,54.38323148959477
Rps23,54.30878969381338
Tpcn1,54.257658395102276
Kdelr3,53.95857101220601
Atp6v1a,53.8963261211897
Rpl28,53.80057352020942
Rpl7,53.76628708344745
Gramd1b,53.70046690453142
Vkorc1,53.6051625707922
Jade1,53.587338891272516
Tuba1a,53.56889817060226
Klc4,53.48404664343726
Pdlim1,53.1228110311452
Acaa1a,53.054592439141274
Cox4i1,52.74735136097777
Ass1,52.69479204923697
Marc2,52.611036548413054
2200002D01Rik,52.588856358820046
Anp32e,52.50881927757609
mt-Co1,52.46550037942993
Rpl11,52.41687508161829
Rpl7a,52.28752679949973
Akr1b3,52.21545323926777
Rps7,52.06352306797991
Lxn,51.95582240748826
Anp32b,51.876505706179216
Tfcp2l1,51.85057681024164
Cox5a,51.84636929271036
Rnf128,51.818054272188334
Mfsd12,51.71416004367576
Uqcrq,51.69540324894665
Crb3,51.634093726657234
Rpl9,51.6248266319224
Aldoa,51.51035078762713
Rps20,51.460919140363366
mt-Co3,51.381279276062386
Sord,51.23288625411755
Ldha,50.935680079363934
2810459M11Rik,50.814176408780725
Lrp2,50.746590357137755
Rpl6,50.642598713215094
Rps19,50.447198290489865
Meg3,50.35118419038049
Rps26,50.302384617180344
Rps15a,50.266878312870006
Slc7a9,50.022122630904754
Cd82,49.65999957154604
Cgref1,49.58524121946698
Nap1l1,49.481870004624376
Espn,49.171885836437355
