,score
Sftpc,119.0553142795273
Clu,65.60569434037005
Krt19,50.998758546399884
Sftpb,50.754340731292686
Lyz2,42.01638721032979
Car2,40.23265230094397
Klf5,33.721495154519815
Cldn18,26.60580431079271
Rpl35a,26.075946507654447
Epcam,24.574577215473767
Rpl37,22.119944685460602
Itm2b,20.967313475964986
Mcpt1,20.272483286349626
Eif4a1,19.305986750554467
Ager,19.10367127097847
Aldoa,19.065043772194965
Tkt,18.897437255742194
Ctsa,18.794590896462196
Hnrnpk,18.678181222865245
Krt20,18.571058795671988
Onecut2,18.44996790898145
Foxq1,18.282956414041834
Pgk1,17.590074811990803
Cyba,17.55959219333565
Cd81,17.440978964300694
Rpl13,17.120608002116644
Marc2,16.06147811966004
Cd24a,14.377494218284001
Vcp,14.256334430104497
Cldn4,14.157923213641393
Spint2,14.04827017492649
Hspa5,13.757619915635898
Rpl41,12.597219250679514
Ifi27,12.32900907669441
Sox17,12.095894105396951
Platr10,11.911787291770809
Tm9sf3,11.797194958136416
Atp2b1,11.753187893991797
Hp,11.679796854925309
Elf3,11.535236002947094
Serpini1,11.348374463867627
Slc34a2,11.324956616387313
Ppib,11.22229693240988
Maged1,11.157090601764477
Actr3,11.082828754426938
Krt18,10.901091640456011
Hmga1-rs1,10.861589838522306
Pvrl2,10.77571403008876
H2-Aa,10.673535859204529
Eef1b2,10.386089535294948
Prpf40a,10.240454062904783
Fkbp4,10.107532484851154
Eef2,10.03720460268793
Atp5b,10.031496141728768
Tff1,9.687775811943368
Rps11,9.678315229762424
Sox4,9.623952964284447
Rps18,9.501668192374535
Cxcl5,9.45180591620546
Lamp3,9.31036364404538
Crlf1,9.13359201848447
Ly6d,9.094637998175697
Rpl5,8.96712898375161
Ppp1cb,8.954101465893915
Cldn7,8.690799456357853
Stmn2,8.613510063977506
Sbds,8.354813858190607
Prdx5,8.3525975486939
Ehf,8.02349576957732
Ugdh,7.689177636201922
Pdia4,7.644983950991342
Rpl35,7.644528286214275
Spp1,7.603607313894844
Cbr1,7.51640908902565
Ifitm2,7.324611783559219
Hnrnpa2b1,7.244097087363104
Ppp2r1a,7.212359203626048
R3hdml,7.128668690865218
Slc45a3,7.0820884628878735
Trim28,7.0236700989800465
Rps28,6.792138192097188
Nucb1,6.763240461531305
Il33,6.742865272018244
G3bp2,6.691797773859523
Prdx2,6.674957229097395
