,score
Rhox5,134.36273571470136
Apom,131.56505536955862
Trap1a,131.21162316388285
Rbp4,129.912837719206
Spink1,129.0452218694121
Ttr,128.0193374999722
Apob,126.74473912301
Ctsh,126.38278446509229
Amn,125.78303380389525
Apoa1,123.46062686700047
S100g,123.2175215831497
Cubn,119.5386946888112
Lgals2,118.86761095879143
Apoa4,117.02008081341866
Apoa2,116.79587267239076
Fmr1nb,116.71907940878589
Folr1,116.08417594813262
Afp,116.04194717343188
Apoe,115.89606385621963
Slc2a3,113.8788634801563
Lgmn,112.14587376747191
Mt2,111.67273455794658
Emb,110.1647785994372
Cldn7,109.41655452537874
Mt1,109.34837093883186
Dab2,109.33693664419543
Ctsl,109.24447718949237
Sepp1,107.53572106407388
Clic6,107.38566981100763
Cotl1,107.17433469285817
Ctsb,106.05917785027738
Tdh,105.43434496608408
Slc16a1,105.4051696483298
Cldn6,104.90212452263576
Apoc1,104.12612046967169
Spp2,102.69159716486325
Atp1b1,102.58414787381952
Car7,102.13845983732922
Car4,101.70660856599869
Cd63,100.737728542808
Tmem37,100.4291686676919
Nrk,98.21306884620505
S100a1,97.61680358506418
Cyba,96.96064490132301
Ifi30,96.9335337988468
Fgb,96.81448266580924
Pdzk1,96.61658434371357
Ctsz,96.12983910483489
Atp6v0b,96.01115613874823
Mttp,95.31615720489084
Aldob,95.07584251816337
Morc4,94.96211853992129
Pcbd1,94.06700524587171
Aqp3,92.10938607936515
Rpl8,91.71449857519578
Slc2a2,91.63766020100381
Gm42418,91.62343636201298
Gldc,91.37835183593252
Slc13a4,91.3099767860887
Npl,90.918756927234
Ybx1,90.37622416454013
Cited1,90.35715088212619
Vamp8,89.68948459578594
Trf,88.76802268314755
Ezr,88.48721201144792
Slc39a5,87.83485103155346
Fxyd2,87.58584331609661
Fabp5,87.3452057155883
Smlr1,86.83272495194169
2210011C24Rik,86.5902013343786
Psph,86.41321458969257
Hnrnpa1,86.15365942496788
Npm1,85.68011064118754
Stx7,85.6076586049442
Anp32a,85.22785188284669
Ptma,84.5705201526553
Myo6,84.52099053181372
Rps2,84.17637172095021
Pla2g12b,84.1210145570427
Rplp0,83.80840491341985
Mfsd1,83.62959553336945
4933402E13Rik,83.43520037546445
Ctsc,83.20220915258824
Podxl,82.9570268775787
Cltc,82.35522203936445
H3f3a,80.93826877837924
Gcat,80.12323539702088
Palm3,80.07050437962137
Ftl1,79.99046679322014
Gstm1,79.67240768378208
2610528J11Rik,78.92361490151194
Ifitm2,78.69542052701046
Eif5a,78.38171980560661
Lrpap1,77.89673411086797
Tmsb10,77.64869329257316
Slc7a7,76.67480488159458
Stx3,76.41420422786663
Tmem150a,76.3657088517203
Peg10,75.99239954900558
Chchd10,75.91075923936648
Hmgb1,75.64369197952497
Tmprss2,75.4657700325886
Gipc2,75.26177792877753
Serbp1,74.90364025644423
Creb3l3,74.84425556571351
Gng12,74.67445165582714
Prss8,74.6323311156116
Cstb,74.13623134621031
Ppia,74.12957109639797
Rpl14,73.80549721879076
Stard10,73.41021439740801
Cndp2,73.36540669143116
Slc9a3r1,73.05696137312327
Ddt,73.05557897151701
Dbi,72.88922322881521
Bst2,72.83849007757378
Fth1,72.82406060610346
H19,72.69609782529692
Fgg,72.61858735076167
Dpp4,71.9609581379521
H2afz,71.65802912916865
Morf4l2,71.17356455467596
